region_user,subclass_A_positive,subclass_B_negative,same_cell_type_label,separator_gene,mean_log2_A,mean_log2_B,pct_A,pct_B,log2_gap
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Fst,1.669,0.476,25.3,7.6,1.193
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Drd2,1.859,0.794,28.9,14.7,1.065
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Nxph4,4.478,0.335,65.0,6.0,4.144
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Reln,3.699,0.434,44.5,7.8,3.265
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Nfib,3.737,0.505,46.7,9.0,3.231
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Skor1,3.153,0.005,53.6,0.1,3.147
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Trpc3,2.784,0.516,44.2,9.5,2.268
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Npnt,2.145,0.275,33.7,5.3,1.87
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Pde1c,2.372,0.63,35.6,12.2,1.742
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Fst,1.669,0.027,25.3,0.5,1.641
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Drd2,1.859,0.238,28.9,4.5,1.621
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Ntsr1,1.544,0.046,26.6,0.9,1.497
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Syt6,1.635,0.22,25.4,4.0,1.415
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Syndig1l,1.639,0.385,29.8,7.4,1.254
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Tbr1,4.856,0.114,77.3,2.3,4.741
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Nfib,3.737,0.426,46.7,8.1,3.311
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Reln,3.699,0.504,44.5,9.1,3.195
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Skor1,3.153,0.013,53.6,0.3,3.14
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Npnt,2.145,0.246,33.7,4.8,1.899
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Drd2,1.859,0.121,28.9,2.5,1.738
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Oprk1,2.457,0.728,39.3,13.1,1.729
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Fst,1.669,0.006,25.3,0.1,1.662
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Ntsr1,1.544,0.117,26.6,2.3,1.427
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Syt6,1.635,0.27,25.4,4.9,1.365
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Syndig1l,1.639,0.298,29.8,6.1,1.341
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,True,Tspan18,1.576,0.278,26.8,5.4,1.298
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Tbr1,4.856,0.1,77.3,1.8,4.756
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Nxph4,4.478,0.645,65.0,11.0,3.833
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Skor1,3.153,0.0,53.6,0.0,3.153
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Cck,2.607,0.603,36.6,11.2,2.004
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Npnt,2.145,0.35,33.7,6.6,1.795
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Oprk1,2.457,0.684,39.3,12.1,1.773
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Fst,1.669,0.011,25.3,0.2,1.658
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Ntsr1,1.544,0.158,26.6,2.9,1.386
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Tspan18,1.576,0.262,26.8,4.9,1.314
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Drd2,1.859,0.613,28.9,11.4,1.246
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Syt6,1.635,0.485,25.4,7.6,1.151
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,121 MEA-BST Otp Zic2 Glut,True,Syndig1l,1.639,0.537,29.8,9.8,1.101
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Foxp2,9.274,0.383,99.0,7.5,8.891
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Otp,7.974,0.068,97.9,1.4,7.906
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Mpped1,5.936,0.677,86.6,12.2,5.259
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Fezf1,4.487,0.032,71.7,0.7,4.455
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Calcrl,4.426,0.554,68.1,10.4,3.872
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Nxph4,3.02,0.088,48.1,1.7,2.932
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Tac1,3.068,0.852,45.4,14.1,2.216
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Nts,2.024,0.22,34.1,4.3,1.804
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,Cartpt,1.786,0.297,28.1,5.9,1.489
BMAp,120 MEA Otp Foxp2 Glut,012 MEA Slc17a7 Glut,False,St8sia2,1.75,0.307,31.6,6.0,1.443
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Otp,7.974,0.08,97.9,1.5,7.894
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Slc17a6,7.995,0.26,98.6,4.8,7.735
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Fezf1,4.487,0.032,71.7,0.6,4.455
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Trh,4.288,0.04,64.0,0.8,4.248
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Calcrl,4.426,0.388,68.1,6.9,4.038
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Nxph4,3.02,0.049,48.1,0.9,2.971
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Nts,2.024,0.223,34.1,4.0,1.801
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Sulf1,2.392,0.747,39.3,12.0,1.645
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Ppp1r1b,2.072,0.461,38.0,8.8,1.61
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Crym,1.717,0.427,30.6,7.8,1.291
BMAp,120 MEA Otp Foxp2 Glut,073 MEA-BST Sox6 Gaba,False,Krt9,1.57,0.429,27.5,8.0,1.141
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Otp,7.974,0.08,97.9,1.5,7.894
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Slc17a6,7.995,0.28,98.6,5.4,7.715
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Fezf1,4.487,0.029,71.7,0.6,4.458
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Trh,4.288,0.047,64.0,0.9,4.24
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Calcrl,4.426,0.199,68.1,3.7,4.227
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Nxph4,3.02,0.085,48.1,1.6,2.935
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Sulf1,2.392,0.391,39.3,6.8,2.0
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Ppp1r1b,2.072,0.267,38.0,5.1,1.805
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Crym,1.717,0.196,30.6,3.7,1.521
BMAp,120 MEA Otp Foxp2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Krt9,1.57,0.091,27.5,1.8,1.479
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Otp,7.974,0.103,97.9,2.0,7.871
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Slc17a6,7.995,0.289,98.6,5.6,7.706
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Fezf1,4.487,0.029,71.7,0.6,4.457
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Calcrl,4.426,0.127,68.1,2.5,4.299
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Trh,4.288,0.044,64.0,0.9,4.244
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Nxph4,3.02,0.182,48.1,3.5,2.838
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Cck,3.134,0.72,49.7,13.8,2.414
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Sulf1,2.392,0.719,39.3,12.3,1.673
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Krt9,1.57,0.195,27.5,3.9,1.375
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,St8sia2,1.75,0.451,31.6,8.2,1.298
BMAp,120 MEA Otp Foxp2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Cartpt,1.786,0.722,28.1,13.1,1.065
BMAp,120 MEA Otp Foxp2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Trh,4.288,0.12,64.0,2.2,4.167
BMAp,120 MEA Otp Foxp2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Nxph4,3.02,0.335,48.1,6.0,2.685
BMAp,120 MEA Otp Foxp2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Nts,2.024,0.406,34.1,7.2,1.618
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Foxp2,9.274,0.426,99.0,7.8,8.848
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Otp,7.974,0.091,97.9,1.7,7.882
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Calcrl,4.426,0.172,68.1,3.0,4.253
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Trh,4.288,0.044,64.0,0.8,4.244
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Otof,4.702,0.476,71.5,8.9,4.226
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Tac1,3.068,0.68,45.4,12.2,2.388
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Trhr,2.5,0.56,41.0,9.6,1.94
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Ppp1r1b,2.072,0.302,38.0,5.8,1.77
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Col23a1,2.094,0.341,36.5,6.4,1.754
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Crym,1.717,0.171,30.6,3.3,1.546
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Krt9,1.57,0.03,27.5,0.6,1.54
BMAp,120 MEA Otp Foxp2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Cartpt,1.786,0.252,28.1,4.8,1.535
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Trh,4.288,0.874,64.0,13.6,3.414
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Cck,3.134,0.603,49.7,11.2,2.53
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Nxph4,3.02,0.645,48.1,11.0,2.375
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Ppp1r1b,2.072,0.503,38.0,9.4,1.569
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Cartpt,1.786,0.404,28.1,7.3,1.382
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Nts,2.024,0.802,34.1,13.9,1.222
BMAp,120 MEA Otp Foxp2 Glut,121 MEA-BST Otp Zic2 Glut,True,Krt9,1.57,0.353,27.5,6.4,1.217
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Otp,7.282,0.068,94.0,1.4,7.215
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Sim1,6.488,0.391,88.0,6.2,6.098
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Mpped1,4.119,0.677,66.7,12.2,3.443
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Cd36,3.431,0.045,53.1,0.9,3.386
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Fezf1,2.697,0.032,44.9,0.7,2.665
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Calcrl,2.856,0.554,46.4,10.4,2.302
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Foxp2,2.448,0.383,36.2,7.5,2.065
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,St8sia2,1.752,0.307,30.4,6.0,1.445
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Tac1,2.278,0.852,32.7,14.1,1.426
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Bcan,1.421,0.22,26.2,4.6,1.201
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Lamb3,1.635,0.457,29.8,9.0,1.178
BMAp,121 MEA-BST Otp Zic2 Glut,012 MEA Slc17a7 Glut,False,Unc5b,1.468,0.332,26.9,6.2,1.135
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Slc17a6,7.965,0.26,98.8,4.8,7.705
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Otp,7.282,0.08,94.0,1.5,7.202
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Sim1,6.488,0.022,88.0,0.4,6.466
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Zic2,3.528,0.054,60.6,1.0,3.474
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Cd36,3.431,0.098,53.1,1.8,3.333
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Lpl,3.481,0.73,54.6,13.2,2.751
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Fezf1,2.697,0.032,44.9,0.6,2.665
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Calcrl,2.856,0.388,46.4,6.9,2.468
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Sulf1,2.972,0.747,46.9,12.0,2.225
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Chst9,2.613,0.457,37.6,7.6,2.156
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Slc17a7,1.66,0.174,26.8,3.3,1.486
BMAp,121 MEA-BST Otp Zic2 Glut,073 MEA-BST Sox6 Gaba,False,Bcan,1.421,0.339,26.2,6.7,1.082
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Slc17a6,7.965,0.28,98.8,5.4,7.685
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Otp,7.282,0.08,94.0,1.5,7.203
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Sim1,6.488,0.027,88.0,0.5,6.461
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Zic2,3.528,0.014,60.6,0.3,3.514
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Cd36,3.431,0.104,53.1,1.9,3.327
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Matn2,3.668,0.784,59.4,14.9,2.884
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Fezf1,2.697,0.029,44.9,0.6,2.668
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Calcrl,2.856,0.199,46.4,3.7,2.657
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Sulf1,2.972,0.391,46.9,6.8,2.581
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Chst9,2.613,0.185,37.6,3.3,2.428
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Slc17a7,1.66,0.161,26.8,3.1,1.499
BMAp,121 MEA-BST Otp Zic2 Glut,074 MEA-BST Lhx6 Sp9 Gaba,False,Bcan,1.421,0.379,26.2,7.5,1.042
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Slc17a6,7.965,0.289,98.8,5.6,7.675
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Otp,7.282,0.103,94.0,2.0,7.179
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Sim1,6.488,0.038,88.0,0.7,6.45
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Zic2,3.528,0.008,60.6,0.2,3.519
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Cd36,3.431,0.288,53.1,5.1,3.143
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Calcrl,2.856,0.127,46.4,2.5,2.729
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Fezf1,2.697,0.029,44.9,0.6,2.668
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Lpl,3.481,0.842,54.6,14.5,2.64
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Chst9,2.613,0.337,37.6,5.9,2.277
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Sulf1,2.972,0.719,46.9,12.3,2.253
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Slc17a7,1.66,0.13,26.8,2.6,1.531
BMAp,121 MEA-BST Otp Zic2 Glut,082 CEA-BST Ebf1 Pdyn Gaba,False,Unc5b,1.468,0.109,26.9,2.2,1.359
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Sim1,6.488,0.864,88.0,13.8,5.624
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Pde1c,4.156,0.63,59.0,12.2,3.526
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Zic2,3.528,0.034,60.6,0.6,3.494
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Lpl,3.481,0.64,54.6,12.0,2.841
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Chst9,2.613,0.361,37.6,6.2,2.252
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Bcan,1.421,0.35,26.2,7.1,1.07
BMAp,121 MEA-BST Otp Zic2 Glut,113 MEA-COA-BMA Ccdc42 Glut,False,Slc17a7,1.66,0.604,26.8,10.4,1.056
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Otp,7.282,0.091,94.0,1.7,7.191
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Sim1,6.488,0.059,88.0,1.1,6.429
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Trhr,6.032,0.56,80.3,9.6,5.471
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Otof,4.354,0.476,66.8,8.9,3.878
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Gfra1,4.072,0.613,64.0,10.6,3.459
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Cd36,3.431,0.01,53.1,0.2,3.421
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Lpl,3.481,0.082,54.6,1.6,3.399
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Matn2,3.668,0.758,59.4,14.3,2.909
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Calcrl,2.856,0.172,46.4,3.0,2.683
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Chst9,2.613,0.176,37.6,3.1,2.437
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Foxp2,2.448,0.426,36.2,7.8,2.022
BMAp,121 MEA-BST Otp Zic2 Glut,119 SI-MA-LPO-LHA Skor1 Glut,True,Tac1,2.278,0.68,32.7,12.2,1.598
BMAp,121 MEA-BST Otp Zic2 Glut,120 MEA Otp Foxp2 Glut,True,Sim1,6.488,0.344,88.0,5.4,6.144
BMAp,121 MEA-BST Otp Zic2 Glut,120 MEA Otp Foxp2 Glut,True,Zic2,3.528,0.134,60.6,2.7,3.394
BMAp,121 MEA-BST Otp Zic2 Glut,120 MEA Otp Foxp2 Glut,True,Slc17a7,1.66,0.171,26.8,3.4,1.489
BMAp,121 MEA-BST Otp Zic2 Glut,120 MEA Otp Foxp2 Glut,True,Zfp57,1.647,0.326,30.1,6.5,1.321
BMAp,121 MEA-BST Otp Zic2 Glut,120 MEA Otp Foxp2 Glut,True,Bcan,1.421,0.267,26.2,5.5,1.153
