region_user,subclass,gene,n_cells,mean_log2_expr,pct_expr,is_nonneuronal,is_anchor_subclass,specificity_log2_vs_neuronal,specificity_log2_vs_neuronal_competitor_mean,specificity_log2_vs_panel,specificity_log2_vs_panel_competitor_mean,in_subclass_name,cell_type_label,role,n_anchors_passing,uniqueness,rank_key,rank_within_subclass,roi_clean,contaminating_subclass_in_roi
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Slc6a1,6461,8.3163,98.99,False,True,-3.1298,11.4461,0.729,7.5873,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.729,5,False,"050 Lamp5 Lhx6 Gaba in same dissection is higher (11.45, 100%)"
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Cartpt,6461,2.454,35.74,False,True,-3.9475,6.4015,0.6677,1.7863,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.6677,6,False,"076 MEA-BST Lhx6 Nfib Gaba in same dissection is higher (6.40, 70%)"
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Adarb2,6461,10.3735,94.29,False,True,-2.9623,13.3358,0.604,9.7695,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.604,7,False,"047 Sncg Gaba in same dissection is higher (13.34, 100%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Ebf1,6966,6.3068,73.28,False,True,-0.6113,6.9181,4.7725,1.5343,True,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,124.7725,1,False,"061 STR D1 Gaba in same dissection is higher (6.92, 83%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Pdyn,6966,4.6061,63.05,False,True,-4.5437,9.1498,2.1191,2.487,True,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,122.1191,2,False,"061 STR D1 Gaba in same dissection is higher (9.15, 97%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Isl1,6966,3.6651,54.77,False,True,-3.7717,7.4368,3.5979,0.0672,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,23.5979,3,False,"093 RT-ZI Gnb3 Gaba in same dissection is higher (7.44, 100%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Meis2,6966,8.6553,92.29,False,True,-2.7361,11.3914,2.4246,6.2307,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,22.424599999999998,4,False,"063 STR D1 Sema5a Gaba in same dissection is higher (11.39, 100%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Sst,6966,4.1118,52.38,False,True,-7.0461,11.1579,2.1144,1.9974,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,22.1144,5,False,"056 Sst Chodl Gaba in same dissection is higher (11.16, 97%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Zfhx3,6966,9.7316,99.7,False,True,-1.0845,10.8161,1.9248,7.8068,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,21.9248,6,False,"077 CEA-BST Gal Avp Gaba in same dissection is higher (10.82, 100%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Syndig1l,6966,2.9573,46.5,False,True,-3.4253,6.3826,1.3185,1.6388,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,21.3185,7,False,"061 STR D1 Gaba in same dissection is higher (6.38, 90%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Mpped1,6966,7.0848,93.44,False,True,-1.3789,8.4637,1.1487,5.9361,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,21.1487,8,False,"049 Lamp5 Gaba in same dissection is higher (8.46, 98%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Gabre,6966,1.9455,31.97,False,True,-4.7706,6.7161,0.9489,0.9966,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.9489,9,False,"077 CEA-BST Gal Avp Gaba in same dissection is higher (6.72, 92%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Vat1l,6966,8.3952,98.15,False,True,-0.4745,8.8697,0.9193,7.4759,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.9193,10,False,"079 CEA-BST Six3 Cyp26b1 Gaba in same dissection is higher (8.87, 99%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Gpr101,6966,5.6582,78.85,False,True,-1.3331,6.9913,0.9186,4.7396,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.9186,11,False,"122 LHA-MEA Otp Glut in same dissection is higher (6.99, 92%)"
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Bcl11b,6966,8.215,97.85,False,True,-1.1045,9.3195,0.8634,7.3516,False,Amygdala GABA / striatal-like inhibitory neighbors,neighbor_control,1,UNIQUE_to_subclass,20.8634,12,False,"061 STR D1 Gaba in same dissection is higher (9.32, 100%)"
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Ccdc42,9654,2.7283,47.98,False,True,0.3998,2.3285,1.8745,0.8538,True,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,121.8745,1,False,
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Penk,9654,5.2028,75.68,False,True,-4.025,9.2278,2.306,2.8968,False,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,22.306,2,False,"062 STR D2 Gaba in same dissection is higher (9.23, 96%)"
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Krt9,9654,3.135,52.74,False,True,0.9314,2.2036,1.5651,1.5699,False,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,21.5651,3,True,
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Lamb3,9654,4.0259,66.74,False,True,1.2721,2.7538,1.5051,2.5208,False,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,21.5051,4,True,
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Nrgn,9654,10.616,100.0,False,True,0.3179,10.2981,0.7361,9.8799,False,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,20.7361,5,False,
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Drd1,9654,2.9714,51.54,False,True,-4.697,7.6684,0.6799,2.2915,False,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,20.6799,6,False,"061 STR D1 Gaba in same dissection is higher (7.67, 97%)"
BMAp,113 MEA-COA-BMA Ccdc42 Glut,Zfp804b,9654,8.2109,89.26,False,True,-3.377,11.5879,0.5567,7.6542,False,Posterior BMA glutamatergic / pallial amygdala VGLUT1,target,1,UNIQUE_to_subclass,20.5567,7,False,"051 Pvalb chandelier Gaba in same dissection is higher (11.59, 100%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Skor1,2180,3.1529,53.58,False,True,3.0667,0.0862,3.1396,0.0133,True,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,123.1396,1,True,
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Tbr1,2180,4.8555,77.29,False,True,-3.0385,7.894,2.7054,2.1501,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,22.7054,2,False,"035 OB Eomes Ms4a15 Glut in same dissection is higher (7.89, 98%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Ptpru,2180,5.0349,77.71,False,True,0.0239,5.011,2.0302,3.0047,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,22.0302,3,False,
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Deptor,2180,3.2905,52.75,False,True,-5.8062,9.0967,1.4879,1.8026,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.4879,4,False,"009 L2/3 IT PIR-ENTl Glut in same dissection is higher (9.10, 100%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Nxph4,2180,4.4784,64.95,False,True,-2.3681,6.8465,1.4584,3.02,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.4584,5,False,"117 LHA Barhl2 Glut in same dissection is higher (6.85, 94%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Npnt,2180,2.1452,33.72,False,True,-3.0379,5.1831,1.337,0.8082,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.337,6,False,"009 L2/3 IT PIR-ENTl Glut in same dissection is higher (5.18, 79%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Fst,2180,1.6685,25.32,False,True,-0.2246,1.8931,1.1929,0.4756,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.1929,7,False,"079 CEA-BST Six3 Cyp26b1 Gaba in same dissection is higher (1.89, 31%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Tle4,2180,6.6477,90.28,False,True,-2.2491,8.8968,1.0966,5.5511,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.0966,8,False,"077 CEA-BST Gal Avp Gaba in same dissection is higher (8.90, 100%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Drd2,2180,1.8591,28.85,False,True,-5.6291,7.4882,1.0654,0.7937,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.0654,9,False,"062 STR D2 Gaba in same dissection is higher (7.49, 94%)"
BMAp,119 SI-MA-LPO-LHA Skor1 Glut,Tspan18,2180,1.576,26.79,False,True,-3.1664,4.7424,0.9596,0.6164,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,20.959600000000002,10,False,"077 CEA-BST Gal Avp Gaba in same dissection is higher (4.74, 77%)"
BMAp,120 MEA Otp Foxp2 Glut,Foxp2,1504,9.2739,99.0,False,True,-1.7089,10.9828,3.5023,5.7716,True,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,123.5023,1,False,"063 STR D1 Sema5a Gaba in same dissection is higher (10.98, 99%)"
BMAp,120 MEA Otp Foxp2 Glut,Otp,1504,7.9739,97.87,False,True,-0.2252,8.1991,0.6914,7.2825,True,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,120.6914,2,False,"131 LHA-AHN-PVH Otp Trh Glut in same dissection is higher (8.20, 98%)"
BMAp,120 MEA Otp Foxp2 Glut,Trh,1504,4.2877,63.96,False,True,0.0133,4.2744,2.6376,1.6501,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,22.6376,3,False,
BMAp,120 MEA Otp Foxp2 Glut,Calcrl,1504,4.426,68.09,False,True,0.5785,3.8475,1.5701,2.8559,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.5701,4,True,
BMAp,120 MEA Otp Foxp2 Glut,Fezf1,1504,4.4867,71.68,False,True,1.3068,3.1799,1.3068,3.1799,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.3068,5,True,
BMAp,120 MEA Otp Foxp2 Glut,Nos1,1504,9.7676,99.67,False,True,0.7641,9.0035,0.7641,9.0035,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,20.7641,6,True,
BMAp,120 MEA Otp Foxp2 Glut,Oprl1,1504,4.7595,77.79,False,True,-0.3108,5.0703,0.5657,4.1938,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,20.5657,7,False,"131 LHA-AHN-PVH Otp Trh Glut in same dissection is higher (5.07, 85%)"
BMAp,120 MEA Otp Foxp2 Glut,Tshz2,1504,9.3268,99.27,False,True,-0.5403,9.8671,0.5553,8.7715,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,20.5553,8,False,"084 BST-SI-AAA Six3 Slc22a3 Gaba in same dissection is higher (9.87, 100%)"
BMAp,121 MEA-BST Otp Zic2 Glut,Sim1,1255,6.4883,87.97,False,True,-2.641,9.1293,5.6239,0.8644,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,25.6239,1,False,"026 NLOT Rho Glut in same dissection is higher (9.13, 100%)"
BMAp,121 MEA-BST Otp Zic2 Glut,Gfra1,1255,4.072,63.98,False,True,-3.1719,7.2439,1.9503,2.1217,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.9503,2,False,"037 DG Glut in same dissection is higher (7.24, 93%)"
BMAp,121 MEA-BST Otp Zic2 Glut,Cd36,1255,3.4311,53.15,False,True,0.0462,3.3849,1.8009,1.6302,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.8009,3,False,
BMAp,121 MEA-BST Otp Zic2 Glut,Pde1c,1255,4.156,59.04,False,True,-4.8418,8.9978,1.784,2.372,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,21.784,4,False,"061 STR D1 Gaba in same dissection is higher (9.00, 91%)"
BMAp,121 MEA-BST Otp Zic2 Glut,Sulf1,1255,2.9719,46.93,False,True,-1.4362,4.4081,0.5801,2.3918,False,BMA/MEA VGLUT2-like excitatory,target,1,UNIQUE_to_subclass,20.5801,5,False,"087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba in same dissection is higher (4.41, 62%)"
