gene,block,panel
Vip,1_celltype_separator,v7_252
Tshz2,1_celltype_separator,v7_252
Sst,1_celltype_separator,v7_252
Slc17a7,1_celltype_separator,v7_252
Lhx6,1_celltype_separator,v7_252
Sim1,1_celltype_separator,v7_252
Pvalb,1_celltype_separator,v7_252
Ebf1,1_celltype_separator,v7_252
Nxph4,1_celltype_separator,v7_252
Pou3f1,1_celltype_separator,v7_252
Syt6,1_celltype_separator,v7_252
Foxp2,1_celltype_separator,v7_252
Skor1,1_celltype_separator,v7_252
Otof,1_celltype_separator,v7_252
Rorb,1_celltype_separator,v7_252
Oprk1,1_celltype_separator,v7_252
Ccdc42,1_celltype_separator,v7_252
Lamp5,1_celltype_separator,v7_252
Sox6,1_celltype_separator,v7_252
Bdnf,1_celltype_separator,v7_252
Tac1,1_celltype_separator,v7_252
Nfib,1_celltype_separator,v7_252
Cbln1,1_celltype_separator,v7_252
Tcf7l2,1_celltype_separator,v7_252
Sp9,1_celltype_separator,v7_252
Ndnf,1_celltype_separator,v7_252
Trhr,1_celltype_separator,v7_252
Calb2,1_celltype_separator,v7_252
Ccn2,1_celltype_separator,v7_252
Npr3,1_celltype_separator,v7_252
Prox1,1_celltype_separator,v7_252
Penk,1_celltype_separator,v7_252
Baiap3,1_celltype_separator,v7_252
Pdyn,1_celltype_separator,v7_252
Rspo2,1_celltype_separator,v7_252
Cux2,1_celltype_separator,v7_252
Coch,1_celltype_separator,v7_252
Otp,1_celltype_separator,v7_252
iCre,2_reporter_transgene,v7_252
tdTomato,2_reporter_transgene,v7_252
Slc17a6,3_class_backbone,v7_252
Gad2,3_class_backbone,v7_252
Gad1,3_class_backbone,v7_252
Slc32a1,3_class_backbone,v7_252
Npy2r,4_GPCR_cell_type_specific,v7_252
Oxtr,4_GPCR_cell_type_specific,v7_252
Drd2,4_GPCR_cell_type_specific,v7_252
Mc4r,4_GPCR_cell_type_specific,v7_252
Gpr88,4_GPCR_cell_type_specific,v7_252
Hcrtr2,4_GPCR_cell_type_specific,v7_252
Tacr1,4_GPCR_cell_type_specific,v7_252
Homer1,5_IEG,v7_252
Egr1,5_IEG,v7_252
Arc,5_IEG,v7_252
Fos,5_IEG,v7_252
Fosb,5_IEG,v7_252
Npas4,5_IEG,v7_252
Oprm1,6_GPCR_druggable,v7_252
Gria1,7_plasticity,v7_252
Gria2,7_plasticity,v7_252
Camk2a,7_plasticity,v7_252
Grin1,7_plasticity,v7_252
Ppp1r1b,7_plasticity,v7_252
Isl1,8_TF_identity,v7_252
Dlx1,8_TF_identity,v7_252
Bcl11b,8_TF_identity,v7_252
Satb2,8_TF_identity,v7_252
Fezf2,8_TF_identity,v7_252
Zic2,8_TF_identity,v7_252
Cartpt,9_published_regional,v7_252
Htr2c,9_published_regional,v7_252
Pld5,9_published_regional,v7_252
Fezf1,9_published_regional,v7_252
Crh,9_published_regional,v7_252
Neurod2,1_celltype_separator,v7_252
Sox5,1_celltype_separator,v7_252
Tac2,1_celltype_separator,v7_252
Npy,1_celltype_separator,v7_252
Zic1,1_celltype_separator,v7_252
Trh,1_celltype_separator,v7_252
Rprm,1_celltype_separator,v7_252
Lratd2,1_celltype_separator,v7_252
Nr2e1,1_celltype_separator,v7_252
Matn2,1_celltype_separator,v7_252
Drd1,1_celltype_separator,v7_252
Nptx2,1_celltype_separator,v7_252
Krt9,1_celltype_separator,v7_252
Rgs9,1_celltype_separator,v7_252
Cnih3,1_celltype_separator,v7_252
Snap25,3_class_backbone,v7_252
Rbfox3,3_class_backbone,v7_252
Mbp,3_class_backbone,v7_252
Nr4a1,5_IEG,v7_252
Junb,5_IEG,v7_252
Nr4a2,5_IEG,v7_252
Chrm2,6_GPCR_druggable,v7_252
Cnr1,6_GPCR_druggable,v7_252
