gene,block,panel
Vip,1_celltype_separator,standalone197
Tshz2,1_celltype_separator,standalone197
Sst,1_celltype_separator,standalone197
Slc17a7,1_celltype_separator,standalone197
Lhx6,1_celltype_separator,standalone197
Sim1,1_celltype_separator,standalone197
Pvalb,1_celltype_separator,standalone197
Ebf1,1_celltype_separator,standalone197
Nxph4,1_celltype_separator,standalone197
Pou3f1,1_celltype_separator,standalone197
Syt6,1_celltype_separator,standalone197
Foxp2,1_celltype_separator,standalone197
Skor1,1_celltype_separator,standalone197
Otof,1_celltype_separator,standalone197
Rorb,1_celltype_separator,standalone197
Oprk1,1_celltype_separator,standalone197
Ccdc42,1_celltype_separator,standalone197
Lamp5,1_celltype_separator,standalone197
Sox6,1_celltype_separator,standalone197
Bdnf,1_celltype_separator,standalone197
Tac1,1_celltype_separator,standalone197
Nfib,1_celltype_separator,standalone197
Cbln1,1_celltype_separator,standalone197
Tcf7l2,1_celltype_separator,standalone197
Sp9,1_celltype_separator,standalone197
Ndnf,1_celltype_separator,standalone197
Trhr,1_celltype_separator,standalone197
Calb2,1_celltype_separator,standalone197
Ccn2,1_celltype_separator,standalone197
Npr3,1_celltype_separator,standalone197
Prox1,1_celltype_separator,standalone197
Penk,1_celltype_separator,standalone197
Baiap3,1_celltype_separator,standalone197
Pdyn,1_celltype_separator,standalone197
Rspo2,1_celltype_separator,standalone197
Cux2,1_celltype_separator,standalone197
Coch,1_celltype_separator,standalone197
Otp,1_celltype_separator,standalone197
iCre,2_reporter_transgene,standalone197
tdTomato,2_reporter_transgene,standalone197
Slc17a6,3_class_backbone,standalone197
Gad2,3_class_backbone,standalone197
Gad1,3_class_backbone,standalone197
Slc32a1,3_class_backbone,standalone197
Npy2r,4_GPCR_cell_type_specific,standalone197
Oxtr,4_GPCR_cell_type_specific,standalone197
Drd2,4_GPCR_cell_type_specific,standalone197
Mc4r,4_GPCR_cell_type_specific,standalone197
Gpr88,4_GPCR_cell_type_specific,standalone197
Hcrtr2,4_GPCR_cell_type_specific,standalone197
Tacr1,4_GPCR_cell_type_specific,standalone197
Homer1,5_IEG,standalone197
Egr1,5_IEG,standalone197
Arc,5_IEG,standalone197
Fos,5_IEG,standalone197
Fosb,5_IEG,standalone197
Npas4,5_IEG,standalone197
Oprm1,6_GPCR_druggable,standalone197
Gria1,7_plasticity,standalone197
Gria2,7_plasticity,standalone197
Camk2a,7_plasticity,standalone197
Grin1,7_plasticity,standalone197
Ppp1r1b,7_plasticity,standalone197
Isl1,8_TF_identity,standalone197
Dlx1,8_TF_identity,standalone197
Bcl11b,8_TF_identity,standalone197
Satb2,8_TF_identity,standalone197
Fezf2,8_TF_identity,standalone197
Zic2,8_TF_identity,standalone197
Cartpt,9_published_regional,standalone197
Htr2c,9_published_regional,standalone197
Pld5,9_published_regional,standalone197
Fezf1,9_published_regional,standalone197
Crh,9_published_regional,standalone197
Neurod2,1_celltype_separator,standalone197
Sox5,1_celltype_separator,standalone197
Tac2,1_celltype_separator,standalone197
Npy,1_celltype_separator,standalone197
Zic1,1_celltype_separator,standalone197
Trh,1_celltype_separator,standalone197
Rprm,1_celltype_separator,standalone197
Lratd2,1_celltype_separator,standalone197
Nr2e1,1_celltype_separator,standalone197
Matn2,1_celltype_separator,standalone197
Drd1,1_celltype_separator,standalone197
Nptx2,1_celltype_separator,standalone197
Krt9,1_celltype_separator,standalone197
Rgs9,1_celltype_separator,standalone197
Cnih3,1_celltype_separator,standalone197
Snap25,3_class_backbone,standalone197
Rbfox3,3_class_backbone,standalone197
Mbp,3_class_backbone,standalone197
Nr4a1,5_IEG,standalone197
Junb,5_IEG,standalone197
Nr4a2,5_IEG,standalone197
Chrm2,6_GPCR_druggable,standalone197
Cnr1,6_GPCR_druggable,standalone197
Htr2a,6_GPCR_druggable,standalone197
Oprd1,6_GPCR_druggable,standalone197
Sstr2,6_GPCR_druggable,standalone197
Htr1f,6_GPCR_druggable,standalone197
Npy1r,6_GPCR_druggable,standalone197
Grm1,6_GPCR_druggable,standalone197
Gpr101,6_GPCR_druggable,standalone197
Crhr1,6_GPCR_druggable,standalone197
Grm5,6_GPCR_druggable,standalone197
Adcyap1r1,6_GPCR_druggable,standalone197
Gabbr2,6_GPCR_druggable,standalone197
Htr1b,6_GPCR_druggable,standalone197
Gabbr1,6_GPCR_druggable,standalone197
Cckbr,6_GPCR_druggable,standalone197
Grin2b,7_plasticity,standalone197
Grin2a,7_plasticity,standalone197
Ntrk2,7_plasticity,standalone197
Rgs4,7_plasticity,standalone197
Dlg4,7_plasticity,standalone197
Cbln2,7_plasticity,standalone197
Etv1,8_TF_identity,standalone197
Meis2,8_TF_identity,standalone197
Tle4,8_TF_identity,standalone197
Foxp1,8_TF_identity,standalone197
Tbr1,8_TF_identity,standalone197
Neurod6,8_TF_identity,standalone197
Synpr,9_published_regional,standalone197
Rbp4,9_published_regional,standalone197
Mpped1,9_published_regional,standalone197
Calb1,9_published_regional,standalone197
Scn5a,9_published_regional,standalone197
Bhlhe22,8_TF_identity,standalone197
Col23a1,12_GSE283418_added,standalone197
Slc29a4,12_GSE283418_added,standalone197
Cck,12_GSE283418_added,standalone197
Gfra1,12_GSE283418_added,standalone197
Calcrl,12_GSE283418_added,standalone197
Lamb3,12_GSE283418_added,standalone197
Nos1,12_GSE283418_added,standalone197
Oprl1,12_GSE283418_added,standalone197
Per2,13_Jesse_morphine_state,standalone197
Pcsk1,13_Jesse_morphine_state,standalone197
Per1,13_Jesse_morphine_state,standalone197
Camk2g,13_Jesse_morphine_state,standalone197
Bhlhe40,13_Jesse_morphine_state,standalone197
Sema3e,13_Jesse_morphine_state,standalone197
Chrm1,14_Jesse_ORB_GPCR,standalone197
Grm8,14_Jesse_ORB_GPCR,standalone197
Gpr26,14_Jesse_ORB_GPCR,standalone197
Arid5b,16_expanded_morphine_state,standalone197
Tiparp,16_expanded_morphine_state,standalone197
Banp,16_expanded_morphine_state,standalone197
Fxr1,16_expanded_morphine_state,standalone197
Maml3,16_expanded_morphine_state,standalone197
Vps13a,16_expanded_morphine_state,standalone197
Chd2,16_expanded_morphine_state,standalone197
Dusp1,16_expanded_morphine_state,standalone197
Hunk,16_expanded_morphine_state,standalone197
Klf10,16_expanded_morphine_state,standalone197
Zfp46,16_expanded_morphine_state,standalone197
Zfp641,16_expanded_morphine_state,standalone197
Nr4a3,16_expanded_morphine_state,standalone197
Crem,16_expanded_morphine_state,standalone197
Egr3,16_expanded_morphine_state,standalone197
Egr4,16_expanded_morphine_state,standalone197
Etv5,16_expanded_morphine_state,standalone197
Omg,16_expanded_morphine_state,standalone197
Sox8,16_expanded_morphine_state,standalone197
Stk40,16_expanded_morphine_state,standalone197
Zkscan16,16_expanded_morphine_state,standalone197
Hrh1,16_expanded_morphine_state,standalone197
Mbnl2,16_expanded_morphine_state,standalone197
Kitl,16_expanded_morphine_state,standalone197
Acsl4,16_expanded_morphine_state,standalone197
Ahctf1,16_expanded_morphine_state,standalone197
E2f6,16_expanded_morphine_state,standalone197
Ep300,16_expanded_morphine_state,standalone197
Fhl2,16_expanded_morphine_state,standalone197
Hivep1,16_expanded_morphine_state,standalone197
Hsd17b12,16_expanded_morphine_state,standalone197
Hspa5,16_expanded_morphine_state,standalone197
Smad5,16_expanded_morphine_state,standalone197
Zdbf2,16_expanded_morphine_state,standalone197
Zfp933,16_expanded_morphine_state,standalone197
Zhx2,16_expanded_morphine_state,standalone197
Zkscan2,16_expanded_morphine_state,standalone197
Adra1a,17_expanded_ORB_GPCR,standalone197
Chrm3,17_expanded_ORB_GPCR,standalone197
Hrh3,17_expanded_ORB_GPCR,standalone197
Gpr22,17_expanded_ORB_GPCR,standalone197
Adra1b,17_expanded_ORB_GPCR,standalone197
Rbms3,18_expanded_BMAp,standalone197
Pnoc,18_expanded_BMAp,standalone197
Maf,19_expanded_L5IT_separator,standalone197
Ptpru,19_expanded_L5IT_separator,standalone197
Rai14,19_expanded_L5IT_separator,standalone197
Sema5a,19_expanded_L5IT_separator,standalone197
Sema5b,19_expanded_L5IT_separator,standalone197
Thsd7b,19_expanded_L5IT_separator,standalone197
Adrb1,15_SOW_ITCT_GPCR,standalone197
