gene,block,panel
Adcyap1r1,6_GPCR_druggable,v6_232
Gabbr2,6_GPCR_druggable,v6_232
Htr1b,6_GPCR_druggable,v6_232
Gabbr1,6_GPCR_druggable,v6_232
Cckbr,6_GPCR_druggable,v6_232
Grin2b,7_plasticity,v6_232
Grin2a,7_plasticity,v6_232
Ntrk2,7_plasticity,v6_232
Rgs4,7_plasticity,v6_232
Dlg4,7_plasticity,v6_232
Cbln2,7_plasticity,v6_232
Etv1,8_TF_identity,v6_232
Meis2,8_TF_identity,v6_232
Tle4,8_TF_identity,v6_232
Foxp1,8_TF_identity,v6_232
Tbr1,8_TF_identity,v6_232
Neurod6,8_TF_identity,v6_232
Synpr,9_published_regional,v6_232
Rbp4,9_published_regional,v6_232
Mpped1,9_published_regional,v6_232
Calb1,9_published_regional,v6_232
Scn5a,9_published_regional,v6_232
Bhlhe22,8_TF_identity,v6_232
Nts,9_published_regional,v6_232
Slc6a3,11_class_backbone_optional,v6_232
Col23a1,12_GSE283418_added,v6_232
Slc29a4,12_GSE283418_added,v6_232
Cck,12_GSE283418_added,v6_232
Gfra1,12_GSE283418_added,v6_232
Calcrl,12_GSE283418_added,v6_232
Lamb3,12_GSE283418_added,v6_232
Nos1,12_GSE283418_added,v6_232
Oprl1,12_GSE283418_added,v6_232
Per2,13_Jesse_morphine_state,v6_232
Pcsk1,13_Jesse_morphine_state,v6_232
Per1,13_Jesse_morphine_state,v6_232
Camk2g,13_Jesse_morphine_state,v6_232
Bhlhe40,13_Jesse_morphine_state,v6_232
Sema3e,13_Jesse_morphine_state,v6_232
Chrm1,14_Jesse_ORB_GPCR,v6_232
Grm8,14_Jesse_ORB_GPCR,v6_232
Gpr26,14_Jesse_ORB_GPCR,v6_232
Arid5b,16_expanded_morphine_state,v6_232
Tiparp,16_expanded_morphine_state,v6_232
Banp,16_expanded_morphine_state,v6_232
Fxr1,16_expanded_morphine_state,v6_232
Maml3,16_expanded_morphine_state,v6_232
Vps13a,16_expanded_morphine_state,v6_232
Chd2,16_expanded_morphine_state,v6_232
Dusp1,16_expanded_morphine_state,v6_232
Hunk,16_expanded_morphine_state,v6_232
Klf10,16_expanded_morphine_state,v6_232
Zfp46,16_expanded_morphine_state,v6_232
Zfp641,16_expanded_morphine_state,v6_232
Nr4a3,16_expanded_morphine_state,v6_232
Crem,16_expanded_morphine_state,v6_232
Egr3,16_expanded_morphine_state,v6_232
Egr4,16_expanded_morphine_state,v6_232
Etv5,16_expanded_morphine_state,v6_232
Omg,16_expanded_morphine_state,v6_232
Sox8,16_expanded_morphine_state,v6_232
Stk40,16_expanded_morphine_state,v6_232
Zkscan16,16_expanded_morphine_state,v6_232
Fosl2,16_expanded_morphine_state,v6_232
Hrh1,16_expanded_morphine_state,v6_232
Mbnl2,16_expanded_morphine_state,v6_232
Kitl,16_expanded_morphine_state,v6_232
Acsl4,16_expanded_morphine_state,v6_232
Ahctf1,16_expanded_morphine_state,v6_232
Dusp4,16_expanded_morphine_state,v6_232
Dusp5,16_expanded_morphine_state,v6_232
E2f6,16_expanded_morphine_state,v6_232
Ep300,16_expanded_morphine_state,v6_232
Fhl2,16_expanded_morphine_state,v6_232
Hivep1,16_expanded_morphine_state,v6_232
Hsd17b12,16_expanded_morphine_state,v6_232
Hspa5,16_expanded_morphine_state,v6_232
Smad5,16_expanded_morphine_state,v6_232
Zdbf2,16_expanded_morphine_state,v6_232
Zfp933,16_expanded_morphine_state,v6_232
Zhx2,16_expanded_morphine_state,v6_232
Zkscan2,16_expanded_morphine_state,v6_232
Adra1a,17_expanded_ORB_GPCR,v6_232
Chrm3,17_expanded_ORB_GPCR,v6_232
Hrh3,17_expanded_ORB_GPCR,v6_232
Gpr22,17_expanded_ORB_GPCR,v6_232
Adra1b,17_expanded_ORB_GPCR,v6_232
Rbms3,18_expanded_BMAp,v6_232
Pnoc,18_expanded_BMAp,v6_232
Maf,19_expanded_L5IT_separator,v6_232
Ptpru,19_expanded_L5IT_separator,v6_232
Rai14,19_expanded_L5IT_separator,v6_232
Sema5a,19_expanded_L5IT_separator,v6_232
Sema5b,19_expanded_L5IT_separator,v6_232
Thsd7b,19_expanded_L5IT_separator,v6_232
Adrb1,14_Jesse_ORB_GPCR,v6_232
Syt1,4b_class_backbone,v6_232
Slc6a1,4b_class_backbone,v6_232
Slc1a2,4b_class_backbone,v6_232
Scg2,4c_activity,v6_232
Vgf,4c_activity,v6_232
Rgs2,4c_activity,v6_232
Sgk1,4c_activity,v6_232
Jun,4c_activity,v6_232
Btg2,4c_activity,v6_232
Ier2,4c_activity,v6_232
Sik1,4c_activity,v6_232
Egr2,4c_activity,v6_232
Creb1,5_receptor_map,v6_232
Camk2b,7_plasticity,v6_232
Gria3,7_plasticity,v6_232
Gria4,7_plasticity,v6_232
Grin3a,7_plasticity,v6_232
Nrxn1,7_plasticity,v6_232
Nlgn1,7_plasticity,v6_232
Syp,7_plasticity,v6_232
Syn1,7_plasticity,v6_232
Gphn,7_plasticity,v6_232
Shank3,7_plasticity,v6_232
Syngap1,7_plasticity,v6_232
Grm7,6_GPCR_druggable,v6_232
Grm3,6_GPCR_druggable,v6_232
Gpr158,6_GPCR_druggable,v6_232
Jund,5_IEG,v6_232
Ccbe1,1_celltype_separator,v6_232
Smoc2,1_celltype_separator,v6_232
