region_user,subclass,gene,n_cells,mean_log2_expr,pct_expr,is_nonneuronal,is_anchor_subclass,specificity_log2_vs_neuronal,specificity_log2_vs_neuronal_competitor_mean,specificity_log2_vs_panel,specificity_log2_vs_panel_competitor_mean,in_subclass_name,cell_type_label,role,n_anchors_passing,uniqueness,rank_key,rank_within_subclass,roi_clean,contaminating_subclass_in_roi
LM,143 MM-ant Foxb1 Glut,Nts,5437,3.3898,47.93,False,True,-0.8824,4.2722,2.2807,1.1091,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,22.2807,1,False,"085 SI-MPO-LPO Lhx8 Gaba in same dissection is higher (4.27, 53%)"
LM,143 MM-ant Foxb1 Glut,Pnoc,5437,3.4157,54.42,False,True,-2.3903,5.806,1.7296,1.6861,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.7296,2,False,"142 HY Gnrh1 Glut in same dissection is higher (5.81, 81%)"
LM,143 MM-ant Foxb1 Glut,Pcp4,5437,11.773,100.0,False,True,-0.63,12.403,1.5219,10.2511,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.5219,3,False,"151 TH Prkcd Grin2c Glut in same dissection is higher (12.40, 100%)"
LM,143 MM-ant Foxb1 Glut,Otof,5437,3.0396,47.82,False,True,-2.3264,5.366,1.172,1.8676,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.172,4,False,"091 ARH-PVi Six6 Dopa-Gaba in same dissection is higher (5.37, 73%)"
LM,143 MM-ant Foxb1 Glut,Calb1,5437,8.4039,95.75,False,True,0.1949,8.209,1.1104,7.2935,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.1104,5,False,
LM,143 MM-ant Foxb1 Glut,Tshz2,5437,8.9358,97.33,False,True,-0.91,9.8458,0.9893,7.9465,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,20.9893,6,False,"059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (9.85, 100%)"
LM,143 MM-ant Foxb1 Glut,Rprm,5437,8.7065,97.96,False,True,0.6355,8.071,0.6355,8.071,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,20.6355,7,True,
LM,144 MM Foxb1 Glut,Cnih3,8270,7.1085,89.79,False,True,1.8239,5.2846,2.4743,4.6342,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,22.4743,1,True,
LM,144 MM Foxb1 Glut,Pde1c,8270,7.4285,89.3,False,True,0.3057,7.1228,1.8963,5.5322,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.8963,2,False,
LM,144 MM Foxb1 Glut,Rorb,8270,7.9149,94.68,False,True,-1.6597,9.5746,1.8917,6.0232,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.8917,3,False,"094 SCH Six6 Cdc14a Gaba in same dissection is higher (9.57, 90%)"
LM,144 MM Foxb1 Glut,Maf,8270,3.0291,50.4,False,True,-0.2917,3.3208,1.8888,1.1403,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.8888,4,False,"059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (3.32, 53%)"
LM,144 MM Foxb1 Glut,Npnt,8270,3.0879,52.55,False,True,0.9278,2.1601,1.2447,1.8432,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.2447,5,True,
LM,144 MM Foxb1 Glut,Pvalb,8270,4.6436,66.37,False,True,-0.9746,5.6182,1.1278,3.5158,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.1278,6,False,"093 RT-ZI Gnb3 Gaba in same dissection is higher (5.62, 58%)"
LM,144 MM Foxb1 Glut,Thsd7b,8270,6.5204,84.84,False,True,-3.0482,9.5686,1.0879,5.4325,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.0879,7,False,"088 BST Tac2 Gaba in same dissection is higher (9.57, 97%)"
LM,144 MM Foxb1 Glut,Cck,8270,6.9617,92.48,False,True,-2.0979,9.0596,1.0723,5.8894,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,21.0723,8,False,"151 TH Prkcd Grin2c Glut in same dissection is higher (9.06, 99%)"
LM,144 MM Foxb1 Glut,Adcyap1,8270,8.8088,98.48,False,True,0.9709,7.8379,0.9709,7.8379,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,20.9709,9,True,
LM,144 MM Foxb1 Glut,Adarb2,8270,9.7035,98.88,False,True,-1.0682,10.7717,0.8705,8.833,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,20.8705,10,False,"057 NDB-SI-MA-STRv Lhx8 Gaba in same dissection is higher (10.77, 99%)"
LM,144 MM Foxb1 Glut,Cux2,8270,6.2194,87.01,False,True,-0.3619,6.5813,0.7656,5.4538,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,20.7656,11,False,"151 TH Prkcd Grin2c Glut in same dissection is higher (6.58, 94%)"
LM,144 MM Foxb1 Glut,Cartpt,8270,7.5952,94.82,False,True,0.6774,6.9178,0.6774,6.9178,False,Nearby hypothalamic exclusion populations,neighbor_control,1,UNIQUE_to_subclass,20.6774,12,True,
ORBm,004 L6 IT CTX Glut,Oprk1,11338,2.4562,37.41,False,True,-4.6323,7.0885,2.0452,0.411,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,22.0452,1,False,"001 CLA-EPd-CTX Car3 Glut in same dissection is higher (7.09, 90%)"
ORBm,004 L6 IT CTX Glut,Nnat,11338,6.5697,77.23,False,True,-2.4628,9.0325,1.3709,5.1988,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.3709,2,False,"002 IT EP-CLA Glut in same dissection is higher (9.03, 95%)"
ORBm,004 L6 IT CTX Glut,Ptpru,11338,4.4273,66.65,False,True,-2.1639,6.5912,0.7496,3.6777,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,20.7496,3,False,"001 CLA-EPd-CTX Car3 Glut in same dissection is higher (6.59, 92%)"
ORBm,006 L4/5 IT CTX Glut,Rorb,14152,8.5546,96.38,False,True,2.2252,6.3294,2.2252,6.3294,False,L4/5 IT excitatory,target,1,UNIQUE_to_subclass,22.2252,1,True,
ORBm,006 L4/5 IT CTX Glut,Coch,14152,3.4341,56.74,False,True,-0.5325,3.9666,1.8647,1.5694,False,L4/5 IT excitatory,target,1,UNIQUE_to_subclass,21.8647,2,False,"001 CLA-EPd-CTX Car3 Glut in same dissection is higher (3.97, 63%)"
ORBm,006 L4/5 IT CTX Glut,Cnih3,14152,7.3769,94.22,False,True,-0.0621,7.439,0.7934,6.5835,False,L4/5 IT excitatory,target,1,UNIQUE_to_subclass,20.7934,3,False,"003 L5/6 IT TPE-ENT Glut in same dissection is higher (7.44, 96%)"
ORBm,006 L4/5 IT CTX Glut,Deptor,14152,3.4992,54.74,False,True,-1.3188,4.818,0.7557,2.7435,False,L4/5 IT excitatory,target,1,UNIQUE_to_subclass,20.7557,4,False,"064 STR-PAL Chst9 Gaba in same dissection is higher (4.82, 60%)"
ORBm,006 L4/5 IT CTX Glut,Slc30a3,14152,5.9645,84.67,False,True,0.6768,5.2877,0.6768,5.2877,False,L4/5 IT excitatory,target,1,UNIQUE_to_subclass,20.6768,5,True,
ORBm,007 L2/3 IT CTX Glut,Otof,8869,2.9231,46.51,False,True,-1.9038,4.8269,2.4647,0.4584,False,L2/3 IT excitatory,target,1,UNIQUE_to_subclass,22.4647,1,False,"063 STR D1 Sema5a Gaba in same dissection is higher (4.83, 62%)"
ORBm,007 L2/3 IT CTX Glut,Cux2,8869,7.3805,94.73,False,True,0.9382,6.4423,2.0028,5.3777,False,L2/3 IT excitatory,target,1,UNIQUE_to_subclass,22.0028,2,True,
ORBm,007 L2/3 IT CTX Glut,Matn2,8869,4.6508,68.44,False,True,0.6408,4.01,1.7314,2.9194,False,L2/3 IT excitatory,target,1,UNIQUE_to_subclass,21.7314,3,True,
ORBm,007 L2/3 IT CTX Glut,Wfs1,8869,5.0945,72.98,False,True,1.022,4.0725,1.2203,3.8742,False,L2/3 IT excitatory,target,1,UNIQUE_to_subclass,21.2203,4,True,
ORBm,007 L2/3 IT CTX Glut,Gpr88,8869,4.1194,65.2,False,True,-6.2169,10.3363,0.8286,3.2908,False,L2/3 IT excitatory,target,1,UNIQUE_to_subclass,20.8286,5,False,"063 STR D1 Sema5a Gaba in same dissection is higher (10.34, 100%)"
ORBm,022 L5 ET CTX Glut,Pou3f1,3739,7.0529,92.06,False,True,2.7341,4.3188,4.5654,2.4875,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,24.5654,1,True,
ORBm,022 L5 ET CTX Glut,Lratd2,3739,2.789,47.26,False,True,2.3297,0.4593,2.4815,0.3075,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,22.4815,2,True,
ORBm,022 L5 ET CTX Glut,Vat1l,3739,6.2066,87.88,False,True,1.1018,5.1048,1.1018,5.1048,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,21.1018,3,True,
ORBm,022 L5 ET CTX Glut,Fezf2,3739,7.1323,94.12,False,True,0.6297,6.5026,0.6297,6.5026,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,20.6297,4,True,
ORBm,029 L6b CTX Glut,Nxph4,1586,4.9133,65.45,False,True,1.3618,3.5515,4.6146,0.2987,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,24.6146,1,True,
ORBm,029 L6b CTX Glut,Ccn2,1586,6.1371,76.92,False,True,4.1362,2.0009,4.1362,2.0009,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,24.1362,2,True,
ORBm,029 L6b CTX Glut,Gfra1,1586,3.6567,55.74,False,True,-4.4795,8.1362,1.9874,1.6693,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.9874,3,False,"001 CLA-EPd-CTX Car3 Glut in same dissection is higher (8.14, 98%)"
ORBm,029 L6b CTX Glut,Drd1,1586,4.3575,67.21,False,True,-3.9447,8.3022,1.6799,2.6776,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.6799,4,False,"061 STR D1 Gaba in same dissection is higher (8.30, 96%)"
ORBm,029 L6b CTX Glut,Rai14,1586,6.4099,86.51,False,True,1.2701,5.1398,1.6249,4.785,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.6249,5,True,
ORBm,029 L6b CTX Glut,Nr4a2,1586,3.91,57.69,False,True,-6.6231,10.5331,1.336,2.574,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.336,6,False,"001 CLA-EPd-CTX Car3 Glut in same dissection is higher (10.53, 100%)"
ORBm,029 L6b CTX Glut,Oprm1,1586,5.5076,80.26,False,True,-0.0946,5.6022,0.7291,4.7785,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,20.7291,7,False,"064 STR-PAL Chst9 Gaba in same dissection is higher (5.60, 69%)"
ORBm,029 L6b CTX Glut,Sema5b,1586,5.4484,75.85,False,True,-2.6716,8.12,0.5204,4.928,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,20.5204,8,False,"063 STR D1 Sema5a Gaba in same dissection is higher (8.12, 93%)"
ORBm,030 L6 CT CTX Glut,Syt6,21453,6.9018,91.71,False,True,-0.6973,7.5991,3.7585,3.1433,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,23.7585,1,False,"041 OB-in Frmd7 Gaba in same dissection is higher (7.60, 82%)"
ORBm,030 L6 CT CTX Glut,Foxp2,21453,8.4979,98.67,False,True,-3.0325,11.5304,3.1231,5.3748,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,23.1231,2,False,"063 STR D1 Sema5a Gaba in same dissection is higher (11.53, 100%)"
ORBm,030 L6 CT CTX Glut,Rprm,21453,7.3826,91.26,False,True,2.4924,4.8902,2.4924,4.8902,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,22.4924,3,True,
ORBm,030 L6 CT CTX Glut,Sla,21453,4.4965,68.07,False,True,1.656,2.8405,1.656,2.8405,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.656,4,True,
ORBm,030 L6 CT CTX Glut,Cyp26b1,21453,1.7606,27.17,False,True,1.2529,0.5077,1.6122,0.1484,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.6122,5,True,
ORBm,030 L6 CT CTX Glut,Thsd7b,21453,7.399,91.8,False,True,-2.8155,10.2145,1.5868,5.8122,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,21.5868,6,False,"039 OB Meis2 Thsd7b Gaba in same dissection is higher (10.21, 94%)"
ORBm,030 L6 CT CTX Glut,Zfhx3,21453,2.4413,39.69,False,True,-2.3876,4.8289,0.9455,1.4958,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,20.9455,7,False,"062 STR D2 Gaba in same dissection is higher (4.83, 62%)"
ORBm,030 L6 CT CTX Glut,Ppp1r1b,21453,4.9494,73.33,False,True,-5.1116,10.061,0.8425,4.1069,False,L6 CT / L6b,target,1,UNIQUE_to_subclass,20.8425,8,False,"062 STR D2 Gaba in same dissection is higher (10.06, 100%)"
ORBm,032 L5 NP CTX Glut,Tshz2,3988,11.9126,99.95,False,True,4.049,7.8636,8.835,3.0776,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,28.835,1,True,
ORBm,032 L5 NP CTX Glut,Trhr,3988,5.3169,71.16,False,True,3.0481,2.2688,4.2905,1.0264,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,24.2905,2,True,
ORBm,032 L5 NP CTX Glut,Slc17a6,3988,5.1342,70.69,False,True,-0.5268,5.661,3.5241,1.6101,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,23.5241,3,False,"036 HPF CR Glut in same dissection is higher (5.66, 69%)"
ORBm,032 L5 NP CTX Glut,Etv1,3988,9.8937,99.82,False,True,1.7039,8.1898,3.1587,6.735,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,23.1587,4,True,
ORBm,032 L5 NP CTX Glut,Amigo2,3988,3.2756,48.87,False,True,0.9212,2.3544,1.7482,1.5274,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,21.7482,5,True,
ORBm,032 L5 NP CTX Glut,Slc17a8,3988,1.8377,26.35,False,True,0.8487,0.989,1.5795,0.2582,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,21.5795,6,True,
ORBm,032 L5 NP CTX Glut,Spon1,3988,7.7505,92.73,False,True,-1.888,9.6385,1.136,6.6145,False,L5 IT / L5 ET/PT output neurons,target,1,UNIQUE_to_subclass,21.136,7,False,"042 OB-out Frmd7 Gaba in same dissection is higher (9.64, 97%)"
