region_user,cell_type_label,allen_subclass_anchor,n_cells_in_anchor,cell_type_marker_genes,exclusion_markers,paper_suggested_gpcrs,allen_validated_top_picks,combined_GPCRs_for_probe,combined_evidence_summary,n_GPCRs_keep,n_broadly_detectable,existing_drugs_for_picks,warning
CP,D1/direct-pathway SPN,061 STR D1 Gaba,16660,"Drd1, Isl1, Pdyn, Tac1","Adora2a, Drd2, Penk","Chrm4, Cnr1, Drd1, Gabbr1, Gpr88, Grm1, Grm5, Htr1b, Oprd1, Oprm1","Drd1(spec=0.44, log2=8.77, pct=100%, status=keep); Grm1(spec=0.22, log2=8.99, pct=99%, status=keep); Htr1b(spec=0.15, log2=6.50, pct=93%, status=keep); Chrm4(spec=0.00, log2=0.27, pct=6%, status=candidate_to_validate)","Drd1[paper+allen_keep, spec=+0.44, log2=8.77, pct=100%; drugs: Apomorphine (mixed); Pergolide (partial)]; Grm1[paper+allen_keep, spec=+0.22, log2=8.99, pct=99%; drugs: research_only_or_none]; Htr1b[paper+allen_keep, spec=+0.15, log2=6.50, pct=93%; drugs: Sumatriptan; Rizatriptan; Zolmitriptan; Eletriptan; Naratriptan; Frovatriptan; Almotriptan]; Chrm4[paper+allen_keep, spec=+0.00, log2=0.27, pct=6%; drugs: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia)]; Cnr1[paper+allen_broadly_detectable, spec=-1.92, log2=7.76, pct=93%; drugs: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action)]; Gabbr1[paper+allen_broadly_detectable, spec=-0.59, log2=8.59, pct=100%; drugs: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem)]; Gpr88[paper+allen_broadly_detectable, spec=-0.76, log2=10.17, pct=100%; drugs: research_only_or_none]; Grm5[paper+allen_broadly_detectable, spec=-0.02, log2=11.36, pct=100%; drugs: research_only_or_none]; Htr2c[allen_only_broadly_detectable, spec=-0.75, log2=7.00, pct=94%; drugs: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk)]; Oprd1[paper_only_allen_downgrade, spec=-5.76, log2=0.13, pct=2%; drugs: research_only_or_none]; Oprm1[paper_only_allen_downgrade, spec=-5.12, log2=2.83, pct=44%; drugs: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide]","both_keep: Drd1, Grm1, Htr1b, Chrm4 | paper+broadly_detectable: Cnr1, Gabbr1, Gpr88, Grm5 | allen_only_broadly_detectable: Htr2c | paper_only: Oprd1(downgrade,spec=-5.76,log2=0.13); Oprm1(downgrade,spec=-5.12,log2=2.83)",4,5,Drd1 | FDA: Apomorphine (mixed); Pergolide (partial) | clinical/research: SKF-81297; SKF-38393 (research agonists); SCH-23390 (antagonist) | indication: Parkinson disease; addiction research || Grm1 | clinical/research: research mGluR1 negative allosteric modulators (CFMTI) | indication: chronic pain; cerebellar ataxia (preclinical) || Htr1b | FDA: Sumatriptan; Rizatriptan; Zolmitriptan; Eletriptan; Naratriptan; Frovatriptan; Almotriptan | indication: migraine (acute attack) || Chrm4 | FDA: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia) | indication: schizophrenia || Cnr1 | FDA: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action) | clinical/research: Rimonabant (withdrawn obesity drug); JZP-150 | indication: appetite stimulation (cancer/AIDS); chemotherapy nausea; epilepsy (CBD) || Gabbr1 | FDA: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem) | clinical/research: Lesogaberan | indication: spasticity (multiple sclerosis; spinal cord injury); narcolepsy (Xyrem); alcohol use disorder (off-label) || Gpr88 | clinical/research: RTI-13951-33 (research agonist) | indication: obsessive-compulsive disorder; addiction (preclinical) || Grm5 | clinical/research: Mavoglurant; Basimglurant; ADX-48621 (mostly failed Fragile X trials); Fenobam | indication: Fragile X syndrome (failed); anxiety; addiction (research) || Htr2c | FDA: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk) | clinical/research: CT-7080; agomelatine (mixed) | indication: (historic obesity); current research for addiction || Oprd1 | clinical/research: DPDPE; ADL-5859; SNC-80 (research) | indication: depression; chronic pain (preclinical) || Oprm1 | FDA: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide | clinical/research: PZM21 (biased agonist research) | indication: chronic pain; opioid use disorder; analgesia,
CP,D1/direct-pathway SPN,063 STR D1 Sema5a Gaba,780,"Drd1, Isl1, Pdyn, Tac1","Adora2a, Drd2, Penk","Chrm4, Cnr1, Drd1, Gabbr1, Gpr88, Grm1, Grm5, Htr1b, Oprd1, Oprm1",,"Drd1[paper+allen_broadly_detectable, spec=-0.44, log2=8.33, pct=99%; drugs: Apomorphine (mixed); Pergolide (partial)]; Gabbr1[paper+allen_broadly_detectable, spec=-0.65, log2=8.53, pct=100%; drugs: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem)]; Gpr88[paper+allen_broadly_detectable, spec=-0.22, log2=10.70, pct=100%; drugs: research_only_or_none]; Grm5[paper+allen_broadly_detectable, spec=-1.04, log2=10.34, pct=100%; drugs: research_only_or_none]; Chrm4[paper_only_allen_downgrade, spec=-0.00, log2=0.27, pct=6%; drugs: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia)]; Cnr1[paper_only_allen_downgrade, spec=-2.88, log2=6.79, pct=85%; drugs: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action)]; Grm1[paper_only_allen_downgrade, spec=-4.63, log2=4.36, pct=68%; drugs: research_only_or_none]; Htr1b[paper_only_allen_downgrade, spec=-3.19, log2=3.31, pct=55%; drugs: Sumatriptan; Rizatriptan; Zolmitriptan; Eletriptan; Naratriptan; Frovatriptan; Almotriptan]; Oprd1[paper_only_allen_downgrade, spec=-5.21, log2=0.68, pct=13%; drugs: research_only_or_none]; Oprm1[paper_only_allen_downgrade, spec=-3.98, log2=3.97, pct=61%; drugs: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide]","paper+broadly_detectable: Drd1, Gabbr1, Gpr88, Grm5 | paper_only: Chrm4(downgrade,spec=-0.00,log2=0.27); Cnr1(downgrade,spec=-2.88,log2=6.79); Grm1(downgrade,spec=-4.63,log2=4.36); Htr1b(downgrade,spec=-3.19,log2=3.31); Oprd1(downgrade,spec=-5.21,log2=0.68); Oprm1(downgrade,spec=-3.98,log2=3.97)",0,4,Drd1 | FDA: Apomorphine (mixed); Pergolide (partial) | clinical/research: SKF-81297; SKF-38393 (research agonists); SCH-23390 (antagonist) | indication: Parkinson disease; addiction research || Gabbr1 | FDA: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem) | clinical/research: Lesogaberan | indication: spasticity (multiple sclerosis; spinal cord injury); narcolepsy (Xyrem); alcohol use disorder (off-label) || Gpr88 | clinical/research: RTI-13951-33 (research agonist) | indication: obsessive-compulsive disorder; addiction (preclinical) || Grm5 | clinical/research: Mavoglurant; Basimglurant; ADX-48621 (mostly failed Fragile X trials); Fenobam | indication: Fragile X syndrome (failed); anxiety; addiction (research) || Chrm4 | FDA: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia) | indication: schizophrenia || Cnr1 | FDA: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action) | clinical/research: Rimonabant (withdrawn obesity drug); JZP-150 | indication: appetite stimulation (cancer/AIDS); chemotherapy nausea; epilepsy (CBD) || Grm1 | clinical/research: research mGluR1 negative allosteric modulators (CFMTI) | indication: chronic pain; cerebellar ataxia (preclinical) || Htr1b | FDA: Sumatriptan; Rizatriptan; Zolmitriptan; Eletriptan; Naratriptan; Frovatriptan; Almotriptan | indication: migraine (acute attack) || Oprd1 | clinical/research: DPDPE; ADL-5859; SNC-80 (research) | indication: depression; chronic pain (preclinical) || Oprm1 | FDA: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide | clinical/research: PZM21 (biased agonist research) | indication: chronic pain; opioid use disorder; analgesia,no cell-type-specific GPCR; relying on 4 broadly_expressed_detectable candidates
CP,D2/indirect-pathway SPN,062 STR D2 Gaba,18139,"Adora2a, Drd2, Gpr52, Gpr6, Penk, Sp9","Drd1, Tac1","Adora2a, Chrm4, Cnr1, Drd2, Gpr52, Gpr6, Gpr88, Grm1, Grm5, Oprd1","Grm5(spec=0.02, log2=11.38, pct=100%, status=keep); Gpr88(spec=0.22, log2=10.92, pct=100%, status=keep); Drd2(spec=0.24, log2=9.26, pct=99%, status=keep); Adora2a(spec=4.32, log2=9.20, pct=99%, status=keep); Gpr6(spec=5.74, log2=6.45, pct=93%, status=keep); Gpr52(spec=2.26, log2=2.78, pct=50%, status=keep)","Grm5[paper+allen_keep, spec=+0.02, log2=11.38, pct=100%; drugs: research_only_or_none]; Gpr88[paper+allen_keep, spec=+0.22, log2=10.92, pct=100%; drugs: research_only_or_none]; Drd2[paper+allen_keep, spec=+0.24, log2=9.26, pct=99%; drugs: Risperidone; Olanzapine; Aripiprazole; Quetiapine; Clozapine; Haloperidol; Paliperidone; Lurasidone; Bromocriptine; Cabergoline; Pramipexole; Ropinirole; Levodopa+Carbidopa (indirect)]; Adora2a[paper+allen_keep, spec=+4.32, log2=9.20, pct=99%; drugs: Istradefylline (Nourianz; FDA 2019)]; Gpr6[paper+allen_keep, spec=+5.74, log2=6.45, pct=93%; drugs: research_only_or_none]; Gpr52[paper+allen_keep, spec=+2.26, log2=2.78, pct=50%; drugs: research_only_or_none]; Grm1[paper+allen_broadly_detectable, spec=-0.22, log2=8.77, pct=98%; drugs: research_only_or_none]; Gabbr1[allen_only_broadly_detectable, spec=-0.69, log2=8.49, pct=100%; drugs: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem)]; Htr1b[allen_only_broadly_detectable, spec=-0.15, log2=6.35, pct=90%; drugs: Sumatriptan; Rizatriptan; Zolmitriptan; Eletriptan; Naratriptan; Frovatriptan; Almotriptan]; Htr2c[allen_only_broadly_detectable, spec=-0.41, log2=7.34, pct=94%; drugs: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk)]; Chrm4[paper_only_allen_downgrade, spec=-0.27, log2=0.01, pct=0%; drugs: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia)]; Cnr1[paper_only_allen_downgrade, spec=-2.40, log2=7.28, pct=88%; drugs: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action)]; Oprd1[paper_only_allen_downgrade, spec=-2.02, log2=3.86, pct=64%; drugs: research_only_or_none]","both_keep: Grm5, Gpr88, Drd2, Adora2a, Gpr6, Gpr52 | paper+broadly_detectable: Grm1 | allen_only_broadly_detectable: Gabbr1, Htr1b, Htr2c | paper_only: Chrm4(downgrade,spec=-0.27,log2=0.01); Cnr1(downgrade,spec=-2.40,log2=7.28); Oprd1(downgrade,spec=-2.02,log2=3.86)",6,4,Grm5 | clinical/research: Mavoglurant; Basimglurant; ADX-48621 (mostly failed Fragile X trials); Fenobam | indication: Fragile X syndrome (failed); anxiety; addiction (research) || Gpr88 | clinical/research: RTI-13951-33 (research agonist) | indication: obsessive-compulsive disorder; addiction (preclinical) || Drd2 | FDA: Risperidone; Olanzapine; Aripiprazole; Quetiapine; Clozapine; Haloperidol; Paliperidone; Lurasidone; Bromocriptine; Cabergoline; Pramipexole; Ropinirole; Levodopa+Carbidopa (indirect) | clinical/research: many | indication: schizophrenia; bipolar; Parkinson disease; hyperprolactinemia || Adora2a | FDA: Istradefylline (Nourianz; FDA 2019) | clinical/research: Caffeine (non-selective); Preladenant (discontinued); Tozadenant | indication: Parkinson disease (adjunct to levodopa) || Gpr6 | clinical/research: research antagonists for Parkinson disease | indication: Parkinson research (preclinical) || Gpr52 | clinical/research: FTBMT (research agonist for Huntington); experimental Lundbeck/Mitsubishi compounds | indication: Huntington disease; schizophrenia (preclinical) || Grm1 | clinical/research: research mGluR1 negative allosteric modulators (CFMTI) | indication: chronic pain; cerebellar ataxia (preclinical) || Gabbr1 | FDA: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem) | clinical/research: Lesogaberan | indication: spasticity (multiple sclerosis; spinal cord injury); narcolepsy (Xyrem); alcohol use disorder (off-label) || Htr1b | FDA: Sumatriptan; Rizatriptan; Zolmitriptan; Eletriptan; Naratriptan; Frovatriptan; Almotriptan | indication: migraine (acute attack) || Htr2c | FDA: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk) | clinical/research: CT-7080; agomelatine (mixed) | indication: (historic obesity); current research for addiction || Chrm4 | FDA: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia) | indication: schizophrenia || Cnr1 | FDA: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action) | clinical/research: Rimonabant (withdrawn obesity drug); JZP-150 | indication: appetite stimulation (cancer/AIDS); chemotherapy nausea; epilepsy (CBD) || Oprd1 | clinical/research: DPDPE; ADL-5859; SNC-80 (research) | indication: depression; chronic pain (preclinical),
CP,Cholinergic interneuron,058 PAL-STR Gaba-Chol,30,"Chat, Lhx8, Slc18a3, Slc5a7","Drd1, Drd2","Adora2a, Chrm2, Chrm4, Cnr1, Drd2, Gabbr1, Oprm1, Tacr1","Gabbr1(spec=0.59, log2=9.18, pct=100%, status=keep); Chrm2(spec=0.32, log2=8.97, pct=100%, status=keep); Oprm1(spec=1.08, log2=7.95, pct=100%, status=keep); Tacr3(spec=3.71, log2=7.12, pct=93%, status=keep); Oprd1(spec=2.02, log2=5.88, pct=97%, status=keep); Hcrtr2(spec=3.07, log2=4.37, pct=77%, status=keep); Crhr1(spec=0.14, log2=3.07, pct=67%, status=keep)","Gabbr1[paper+allen_keep, spec=+0.59, log2=9.18, pct=100%; drugs: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem)]; Chrm2[paper+allen_keep, spec=+0.32, log2=8.97, pct=100%; drugs: Donepezil; Rivastigmine (broad cholinesterase; indirect); Solifenacin (broad antimuscarinic)]; Oprm1[paper+allen_keep, spec=+1.08, log2=7.95, pct=100%; drugs: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide]; Tacr3[allen_only_keep, spec=+3.71, log2=7.12, pct=93%; drugs: Fezolinetant (Veozah; FDA 2023); Elinzanetant (in trials)]; Oprd1[allen_only_keep, spec=+2.02, log2=5.88, pct=97%; drugs: research_only_or_none]; Hcrtr2[allen_only_keep, spec=+3.07, log2=4.37, pct=77%; drugs: Suvorexant (Belsomra); Lemborexant (Dayvigo); Daridorexant (Quviviq) - all Dual Orexin Receptor Antagonists hitting both 1+2]; Crhr1[allen_only_keep, spec=+0.14, log2=3.07, pct=67%; drugs: research_only_or_none]; Drd2[paper+allen_broadly_detectable, spec=-0.24, log2=9.02, pct=100%; drugs: Risperidone; Olanzapine; Aripiprazole; Quetiapine; Clozapine; Haloperidol; Paliperidone; Lurasidone; Bromocriptine; Cabergoline; Pramipexole; Ropinirole; Levodopa+Carbidopa (indirect)]; Tacr1[paper+allen_broadly_detectable, spec=-0.52, log2=9.99, pct=100%; drugs: Aprepitant (Emend); Fosaprepitant; Rolapitant; Netupitant; Maropitant (vet)]; Adcyap1r1[allen_only_broadly_detectable, spec=-1.85, log2=4.69, pct=87%; drugs: research_only_or_none]; Htr2c[allen_only_broadly_detectable, spec=-1.75, log2=6.00, pct=93%; drugs: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk)]; Adora2a[paper_only_allen_downgrade, spec=-7.84, log2=1.36, pct=33%; drugs: Istradefylline (Nourianz; FDA 2019)]; Chrm4[paper_only_allen_downgrade, spec=-0.27, log2=0.00, pct=0%; drugs: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia)]; Cnr1[paper_only_allen_downgrade, spec=-7.31, log2=2.37, pct=50%; drugs: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action)]","both_keep: Gabbr1, Chrm2, Oprm1 | allen_only_keep: Tacr3, Oprd1, Hcrtr2, Crhr1 | paper+broadly_detectable: Drd2, Tacr1 | allen_only_broadly_detectable: Adcyap1r1, Htr2c | paper_only: Adora2a(downgrade,spec=-7.84,log2=1.36); Chrm4(downgrade,spec=-0.27,log2=0.00); Cnr1(downgrade,spec=-7.31,log2=2.37)",7,4,Gabbr1 | FDA: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem) | clinical/research: Lesogaberan | indication: spasticity (multiple sclerosis; spinal cord injury); narcolepsy (Xyrem); alcohol use disorder (off-label) || Chrm2 | FDA: Donepezil; Rivastigmine (broad cholinesterase; indirect); Solifenacin (broad antimuscarinic) | clinical/research: Methoctramine (research) | indication: Alzheimer disease; overactive bladder || Oprm1 | FDA: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide | clinical/research: PZM21 (biased agonist research) | indication: chronic pain; opioid use disorder; analgesia || Tacr3 | FDA: Fezolinetant (Veozah; FDA 2023); Elinzanetant (in trials) | clinical/research: MK-3207 | indication: vasomotor symptoms (menopausal hot flashes) || Oprd1 | clinical/research: DPDPE; ADL-5859; SNC-80 (research) | indication: depression; chronic pain (preclinical) || Hcrtr2 | FDA: Suvorexant (Belsomra); Lemborexant (Dayvigo); Daridorexant (Quviviq) - all Dual Orexin Receptor Antagonists hitting both 1+2 | clinical/research: JNJ-42847922 (selective OX2R) | indication: insomnia || Crhr1 | clinical/research: Verucerfont; Pexacerfont; Antalarmin; Emicerfont (depression/PTSD trials mostly failed) | indication: PTSD; major depression; alcohol use disorder (mostly failed) || Drd2 | FDA: Risperidone; Olanzapine; Aripiprazole; Quetiapine; Clozapine; Haloperidol; Paliperidone; Lurasidone; Bromocriptine; Cabergoline; Pramipexole; Ropinirole; Levodopa+Carbidopa (indirect) | clinical/research: many | indication: schizophrenia; bipolar; Parkinson disease; hyperprolactinemia || Tacr1 | FDA: Aprepitant (Emend); Fosaprepitant; Rolapitant; Netupitant; Maropitant (vet) | indication: chemotherapy-induced nausea/vomiting (CINV); postoperative nausea || Adcyap1r1 | clinical/research: Maxadilan; Atrasentan-related (research) | indication: migraine research || Htr2c | FDA: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk) | clinical/research: CT-7080; agomelatine (mixed) | indication: (historic obesity); current research for addiction || Adora2a | FDA: Istradefylline (Nourianz; FDA 2019) | clinical/research: Caffeine (non-selective); Preladenant (discontinued); Tozadenant | indication: Parkinson disease (adjunct to levodopa) || Chrm4 | FDA: Xanomeline (in KarXT/Cobenfy; FDA Sept 2024 for schizophrenia) | indication: schizophrenia || Cnr1 | FDA: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action) | clinical/research: Rimonabant (withdrawn obesity drug); JZP-150 | indication: appetite stimulation (cancer/AIDS); chemotherapy nausea; epilepsy (CBD),
BMAp,Posterior BMA glutamatergic VGLUT1-like,012 MEA Slc17a7 Glut,3984,"C1ql2, Cartpt, Dcn, Gpr101, Meis2, Slc17a7","Gad1, Gad2, Slc32a1","Cckbr, Cnr1, Crhr1, Gabbr1, Gabbr2, Gpr101, Grm5, Htr2c, Npy1r, Oprd1, Oprm1, Sstr2, Tacr1",,"Gabbr1[paper+allen_broadly_detectable, spec=-0.71, log2=8.18, pct=100%; drugs: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem)]; Gabbr2[paper+allen_broadly_detectable, spec=-1.23, log2=8.68, pct=100%; drugs: Baclofen (heterodimer with Gabbr1); Sodium oxybate]; Grm5[paper+allen_broadly_detectable, spec=-0.93, log2=10.54, pct=100%; drugs: research_only_or_none]; Npy2r[allen_only_broadly_detectable, spec=-0.62, log2=5.07, pct=76%; drugs: research_only_or_none]; Cckbr[paper_only_allen_downgrade, spec=-3.12, log2=3.31, pct=58%; drugs: research_only_or_none]; Cnr1[paper_only_allen_downgrade, spec=-7.56, log2=3.94, pct=65%; drugs: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action)]; Crhr1[paper_only_allen_downgrade, spec=-1.34, log2=2.20, pct=41%; drugs: research_only_or_none]; Gpr101[paper_only_allen_downgrade, spec=-4.05, log2=2.94, pct=44%; drugs: research_only_or_none]; Htr2c[paper_only_allen_downgrade, spec=-5.59, log2=3.99, pct=59%; drugs: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk)]; Npy1r[paper_only_allen_downgrade, spec=-3.69, log2=3.64, pct=62%; drugs: research_only_or_none]; Oprd1[paper_only_allen_downgrade, spec=-4.98, log2=0.56, pct=11%; drugs: research_only_or_none]; Oprm1[paper_only_allen_downgrade, spec=-3.70, log2=3.70, pct=61%; drugs: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide]; Sstr2[paper_only_allen_downgrade, spec=-2.64, log2=2.11, pct=40%; drugs: Octreotide; Lanreotide; Pasireotide (broad SSTR); Lutetium Lu-177 dotatate (radiotherapy)]; Tacr1[paper_only_allen_downgrade, spec=-3.02, log2=3.94, pct=62%; drugs: Aprepitant (Emend); Fosaprepitant; Rolapitant; Netupitant; Maropitant (vet)]","paper+broadly_detectable: Gabbr1, Gabbr2, Grm5 | allen_only_broadly_detectable: Npy2r | paper_only: Cckbr(downgrade,spec=-3.12,log2=3.31); Cnr1(downgrade,spec=-7.56,log2=3.94); Crhr1(downgrade,spec=-1.34,log2=2.20); Gpr101(downgrade,spec=-4.05,log2=2.94); Htr2c(downgrade,spec=-5.59,log2=3.99); Npy1r(downgrade,spec=-3.69,log2=3.64); Oprd1(downgrade,spec=-4.98,log2=0.56); Oprm1(downgrade,spec=-3.70,log2=3.70); Sstr2(downgrade,spec=-2.64,log2=2.11); Tacr1(downgrade,spec=-3.02,log2=3.94)",0,4,Gabbr1 | FDA: Baclofen (Lioresal); Arbaclofen Placarbil; Sodium oxybate (Xyrem) | clinical/research: Lesogaberan | indication: spasticity (multiple sclerosis; spinal cord injury); narcolepsy (Xyrem); alcohol use disorder (off-label) || Gabbr2 | FDA: Baclofen (heterodimer with Gabbr1); Sodium oxybate | clinical/research: (see Gabbr1) | indication: (see Gabbr1) || Grm5 | clinical/research: Mavoglurant; Basimglurant; ADX-48621 (mostly failed Fragile X trials); Fenobam | indication: Fragile X syndrome (failed); anxiety; addiction (research) || Npy2r | clinical/research: BIIE-0246 (research antagonist) | indication: food intake; anxiety (preclinical) || Cckbr | clinical/research: Netazepide / YF476 (research antagonist) | indication: acid hypersecretion; anxiety (preclinical) || Cnr1 | FDA: Dronabinol (Marinol; THC); Nabilone; Cannabidiol (CBD; partial action) | clinical/research: Rimonabant (withdrawn obesity drug); JZP-150 | indication: appetite stimulation (cancer/AIDS); chemotherapy nausea; epilepsy (CBD) || Crhr1 | clinical/research: Verucerfont; Pexacerfont; Antalarmin; Emicerfont (depression/PTSD trials mostly failed) | indication: PTSD; major depression; alcohol use disorder (mostly failed) || Gpr101 | clinical/research: research only (orphan) | indication: X-LAG / X-linked acrogigantism research || Htr2c | FDA: Lorcaserin (Belviq) WITHDRAWN 2020 (cancer risk) | clinical/research: CT-7080; agomelatine (mixed) | indication: (historic obesity); current research for addiction || Npy1r | clinical/research: BIBP-3226 (research antagonist) | indication: obesity; pain (preclinical) || Oprd1 | clinical/research: DPDPE; ADL-5859; SNC-80 (research) | indication: depression; chronic pain (preclinical) || Oprm1 | FDA: Morphine; Oxycodone; Hydrocodone; Methadone; Buprenorphine; Fentanyl; Tramadol; Naloxone (antag); Naltrexone (antag); Loperamide | clinical/research: PZM21 (biased agonist research) | indication: chronic pain; opioid use disorder; analgesia || Sstr2 | FDA: Octreotide; Lanreotide; Pasireotide (broad SSTR); Lutetium Lu-177 dotatate (radiotherapy) | indication: acromegaly; neuroendocrine tumors (NETs); Cushing disease || Tacr1 | FDA: Aprepitant (Emend); Fosaprepitant; Rolapitant; Netupitant; Maropitant (vet) | indication: chemotherapy-induced nausea/vomiting (CINV); postoperative nausea,no cell-type-specific GPCR; relying on 4 broadly_expressed_detectable candidates
