anchor,2010300C02Rik,Abca8a,Ackr3,Acsbg1,Acsl4,Acta2,Acvrl1,Adamts2,Adamtsl1,Adcyap1r1,Adgrl4,Adra1a,Adra1b,Ahctf1,Aldh1a2,Angpt1,Ano1,Aqp4,Arc,Arhgap12,Arhgap25,Arhgap6,Arhgef28,Arid5b,Baiap3,Banp,Bcl11b,Bdnf,Bhlhe22,Bhlhe40,Btbd11,C1ql1,C1ql2,Cabp7,Cacna2d2,Calb1,Calb2,Calcrl,Camk2a,Camk2g,Car4,Carmn,Cartpt,Cbln1,Cbln2,Cbln4,Ccdc42,Cck,Cckbr,Ccn2,Cd24a,Cd300c2,Cd44,Cd53,Cd68,Cd93,Cdh13,Cdh20,Cdh4,Cdh6,Cdh9,Chat,Chd2,Chodl,Chrd,Chrm1,Chrm2,Chrm3,Cldn5,Clmn,Cnih3,Cnr1,Cntn6,Cntnap4,Cntnap5b,Cobll1,Coch,Col19a1,Col1a1,Col23a1,Col6a1,Cort,Cplx3,Cpne4,Cpne6,Cpne8,Crem,Crh,Crhr1,Cspg4,Ctxn3,Cux2,Cwh43,Cx3cr1,Cyp1b1,Dcn,Deptor,Dkk3,Dlg4,Dlx1,Dnah5,Dner,Dpy19l1,Dpyd,Drd1,Drd2,Dusp1,Dusp4,Dusp5,E2f6,Ebf1,Ebf3,Egr1,Egr3,Egr4,Emcn,Emx1,Ep300,Epha4,Etv1,Etv5,Eya4,Fezf1,Fezf2,Fgd5,Fhl2,Fhod3,Fibcd1,Fign,Fmod,Fn1,Fos,Fosb,Fosl2,Foxp1,Foxp2,Fxr1,Gabbr1,Gabbr2,Gabpa,Gabre,Gad1,Gad2,Gadd45a,Galnt14,Galr1,Garnl3,Gfap,Gfra1,Gfra2,Gjb2,Gjc3,Gli3,Glipr1,Gm19410,Gm2115,Gng12,Gpr101,Gpr12,Gpr17,Gpr22,Gpr26,Gpr3,Gpr63,Gpr68,Gpr88,Gria1,Gria2,Grik3,Grin1,Grin2a,Grin2b,Grm1,Grm5,Grm8,Gsg1l,Gucy1a1,Hapln1,Hat1,Hcrtr1,Hcrtr2,Hivep1,Homer1,Hpcal1,Hrh1,Hrh3,Hs3st2,Hsd17b12,Hsf5,Hspa5,Htr1a,Htr1b,Htr1f,Htr2a,Htr2c,Htr6,Hunk,Id2,Igf1,Igf2,Igfbp4,Igfbp5,Igfbp6,Igsf21,Ikzf1,Inpp4b,Isl1,Junb,Kcnh5,Kcnmb2,Kctd12,Kctd8,Kdr,Kitl,Klf10,Krt9,Lamb3,Lamp5,Laptm5,Lhx6,Lratd2,Ly6a,Lypd6,Lyz2,Maf,Maml3,Mapk4,Mas1,Matn2,Mbnl2,Mbp,Mc4r,Mchr1,Mdga1,Mecom,Meis2,Mgp,Mpped1,Myl4,Myo16,Ndnf,Ndst3,Ndst4,Necab1,Necab2,Nell1,Neto2,Neurod2,Neurod6,Nfib,Nos1,Nostrin,Npas4,Npnt,Npr3,Nptx2,Npy,Npy1r,Npy2r,Nr2e1,Nr2f2,Nr4a1,Nr4a2,Nr4a3,Nrep,Nrn1,Nrp2,Ntrk2,Nts,Ntsr1,Ntsr2,Nwd2,Nxph3,Nxph4,Omg,Opalin,Opn3,Oprd1,Oprk1,Oprl1,Oprm1,Orai2,Otof,Otp,Oxtr,Paqr5,Parm1,Pcsk1,Pcsk5,Pde11a,Pde7b,Pdgfra,Pdyn,Pdzd2,Pdzrn3,Pecam1,Penk,Per1,Per2,Pglyrp1,Pip5k1b,Pkib,Plch1,Plcxd2,Plcxd3,Pld5,Plekha2,Pln,Pnoc,Pou3f1,Ppp1r1b,Prdm8,Prox1,Prph,Prr16,Prss35,Pthlh,Ptpru,Pvalb,Rab3b,Rai14,Rasa4,Rasgrf2,Rasl10a,Rbfox3,Rbms3,Rbp4,Rfx4,Rgs4,Rgs9,Rims3,Rmst,Rnf152,Ror1,Rorb,Rprm,Rspo1,Rspo2,Rxfp1,S1pr3,Satb2,Scn5a,Sdk2,Sema3a,Sema3d,Sema3e,Sema5a,Sema5b,Sema6a,Sfrp1,Shisa6,Siglech,Sim1,Sipa1l3,Skor1,Sla,Slc13a4,Slc17a6,Slc17a7,Slc29a4,Slc32a1,Slc39a12,Slc44a5,Slc6a3,Slfn5,Slit2,Smad5,Snap25,Sncg,Sntb1,Sorcs3,Sox10,Sox11,Sox12,Sox17,Sox5,Sox6,Sox8,Sp8,Sp9,Spag16,Spi1,Spp1,Sst,Sstr2,Sstr4,Stard5,Stk40,Strip2,Syndig1,Syndig1l,Synpr,Syt17,Syt2,Syt6,Tac1,Tac2,Tacr1,Tacr3,Tanc1,Tbr1,Tcf7l2,Th,Thsd7a,Thsd7b,Tiparp,Tle4,Tmem132d,Tmem163,Tmem255a,Tox,Trbc2,Trem2,Trh,Trhr,Trp73,Trpc4,Tshz2,Tspan18,Unc13c,Upk1b,Vat1l,Vdr,Vip,Vipr2,Vps13a,Vwc2l,Wfs1,Zbtb25,Zbtb40,Zdbf2,Zfp366,Zfp46,Zfp536,Zfp580,Zfp641,Zfp933,Zfpm2,Zhx2,Zic1,Zic2,Zkscan16,Zkscan2,Adcyap1,Adra2a,Adrb1,Adrb2,Arhgap32,Arntl,Bhlhe41,Btg2,Camk2b,Ccbe1,Cdh8,Clock,Creb1,Cry1,Cry2,Csf1r,Dbp,Ddc,Ddx3y,Egr2,Eif2s3y,Esr1,Gphn,Gpr158,Gria3,Gria4,Grin3a,Grm2,Grm3,Grm7,Hexb,Ier2,Jun,Jund,Kdm5d,Lhx9,Lrrtm2,Nlgn1,Npas2,Nr1d1,Nr1d2,Nrxn1,Nrxn3,Ntrk3,P2ry12,Pak1,Pcdh8,Pdgfrb,Per3,Rgs2,Rgs5,Scg2,Sgk1,Shank3,Sik1,Slc1a2,Slc30a3,Slc5a7,Slc6a1,Smoc2,St8sia2,Sulf1,Syn1,Syngap1,Syp,Syt1,Uty,Vgf,Vtn,Xist,Zbtb20,Adamts17,Arhgap15,Arhgap31,Crispld1,Crispld2,Dio3,Dipk2a,Elfn1,Fbn2,Glra3,Gm10754,Gpr149,Gpx3,Hhip,Hpse,Hs3st1,Lin7a,Luzp2,Lypd1,Maml2,Marcks,Masp1,Meis1,Minar1,Mybpc1,Myo1b,Nbl1,Nckap5,Neto1,Pde1b,Pde1c,Piezo2,Plce1,Plcl1,Plpp4,Pvt1,Rprml,Rspo3,Spon1,Stac,Tafa1,Trhde,Trpc3,Trpm3,Vegfc,Zfp804b,Arid3b,Bbx,Bcl6,Clk1,Dmc1,Dusp22,Hes1,Hnrnpll,Irf9,Kdm7a,Nuak1,Odc1,Osgin2,Pparg,Prox2,Rapgef2,Rbm3,Rel,Zdhhc5,Zfp286,Zfp414,Zfp867,Zfp938,Zfp941,Zmiz1,Tnnc1,Adam19,Man2a1,Chn2,Colq,Ldlrad3,Ankfn1,Blnk,Frem3
007 L2/3 IT CTX Glut,93.86,0.64,11.34,1.13,73.79,0.16,0.37,12.87,20.0,56.23,0.55,33.06,12.18,62.26,0.03,36.97,0.14,1.14,51.32,13.92,3.42,30.71,66.17,88.71,1.92,77.02,48.35,62.09,73.36,77.43,11.56,0.48,0.23,1.43,5.82,94.67,1.18,1.18,99.99,83.37,53.66,0.17,0.81,0.95,56.12,20.67,0.53,99.68,73.36,0.87,5.01,0.28,0.96,0.73,3.42,0.18,84.79,45.77,74.59,54.41,68.29,0.07,75.77,0.11,28.21,92.02,23.91,97.89,0.78,38.78,43.65,83.4,52.73,15.2,57.56,1.96,24.75,55.82,0.15,13.98,37.92,2.22,2.9,82.62,81.52,57.74,44.04,4.34,36.9,0.91,11.2,94.73,9.89,9.3,0.69,0.67,15.27,92.46,97.89,2.01,17.74,40.91,54.96,55.9,5.09,0.56,31.66,9.45,18.49,41.97,0.78,0.02,77.51,88.56,43.75,1.61,30.03,62.49,99.12,30.88,68.72,1.2,0.02,2.85,0.77,70.92,75.19,5.6,7.23,0.19,0.61,31.33,24.22,30.26,95.86,4.68,65.29,99.27,99.65,23.69,0.23,13.17,11.41,14.45,16.5,0.14,56.95,0.38,10.67,21.48,0.02,0.63,1.34,2.58,48.17,4.83,28.39,1.23,19.84,0.89,90.69,69.64,6.83,0.55,35.29,65.2,99.58,99.99,12.13,98.96,99.72,100.0,93.98,99.98,43.29,92.28,90.26,1.42,15.47,1.0,0.73,59.18,97.73,46.34,46.74,28.73,35.69,49.02,12.32,80.13,15.32,28.56,18.45,45.41,19.48,3.45,12.71,83.9,1.91,0.06,28.05,49.66,84.67,71.3,0.08,43.42,0.02,64.76,41.04,7.13,57.05,20.41,0.88,79.19,51.74,10.76,3.84,85.5,1.04,1.21,2.15,0.39,4.25,0.18,12.92,62.17,90.86,24.82,68.44,99.41,65.51,4.32,20.14,46.59,0.64,99.03,11.59,94.75,10.36,58.36,1.27,86.08,3.65,82.76,46.54,13.12,77.4,84.89,71.33,92.73,48.69,2.56,19.56,21.72,17.08,41.56,15.68,64.27,14.76,0.28,3.44,58.33,16.75,33.13,32.83,92.02,74.6,98.27,0.06,15.95,5.32,96.69,6.54,0.47,48.61,1.43,2.27,25.1,0.71,31.89,34.67,55.81,46.51,0.08,15.88,0.78,12.57,41.26,59.1,5.24,69.22,0.72,28.93,78.64,79.83,2.77,28.3,51.87,57.7,3.33,67.57,48.96,25.57,27.92,7.79,7.2,21.3,0.67,1.14,41.05,32.25,41.11,0.98,0.42,86.14,2.51,0.32,27.67,1.45,21.56,3.72,1.06,96.21,95.58,99.37,33.17,7.48,5.06,86.26,20.18,55.69,7.62,3.91,1.04,19.2,11.52,5.36,58.46,3.82,9.91,94.53,1.73,52.07,59.33,6.16,7.22,6.46,24.59,51.69,3.19,14.85,0.33,0.07,57.36,0.17,3.1,0.47,15.32,99.68,19.75,2.51,10.55,37.13,0.17,0.79,62.53,21.19,100.0,0.2,0.67,89.81,0.98,69.28,30.08,0.12,59.92,3.09,50.14,0.23,0.44,4.83,0.11,0.11,20.39,6.75,0.43,0.5,44.74,49.28,68.79,0.78,81.85,91.95,1.93,3.15,1.97,1.42,5.25,1.5,7.46,63.64,0.87,0.08,10.4,8.93,23.93,26.53,80.18,5.21,22.82,54.46,11.84,2.92,0.25,11.12,2.32,27.86,11.88,1.29,12.66,0.41,48.88,3.51,10.53,0.26,93.07,38.5,72.98,24.29,22.53,47.03,0.27,37.37,14.06,42.46,26.14,56.68,45.86,34.86,2.56,0.05,30.86,21.39,31.32,13.21,68.89,0.91,98.79,73.6,47.02,46.17,99.3,74.54,84.4,88.85,68.52,27.99,81.63,1.48,40.53,0.2,40.51,24.08,36.04,17.78,97.78,98.13,99.81,99.22,46.45,47.27,77.54,99.98,13.39,14.4,45.43,93.72,23.14,0.08,56.18,100.0,86.18,37.61,54.58,100.0,99.99,99.86,19.46,96.82,45.43,0.7,62.08,65.14,1.09,64.57,64.31,61.35,8.93,94.46,77.96,0.18,11.04,82.61,22.17,16.26,98.85,66.31,99.72,100.0,35.55,65.93,0.39,43.0,20.58,54.08,50.91,59.07,30.14,0.29,14.11,54.49,16.69,9.54,64.1,36.95,2.16,21.12,0.86,0.34,15.24,86.19,50.52,50.74,30.09,98.39,2.56,0.45,2.55,0.26,35.12,58.25,31.18,90.98,62.93,10.33,2.81,9.13,84.67,4.74,52.42,88.1,34.94,40.35,5.9,96.98,38.61,9.96,55.02,26.87,54.94,20.24,51.79,25.45,67.73,11.28,53.28,20.26,60.41,11.47,86.7,78.45,55.14,20.23,55.87,3.66,97.7,63.36,12.45,40.55,37.17,36.96,8.47,38.32,52.82,85.12,18.57030104859623,36.46408839779006,60.39012289998873,36.024354493178485,1.770210846769647,36.92637275904837,14.623971135415491,8.29856804600293,0.29315593640771226
006 L4/5 IT CTX Glut,89.63,0.47,12.9,1.17,79.66,0.14,2.52,1.21,34.55,42.86,0.52,24.17,37.56,55.37,0.06,5.38,0.24,0.7,83.63,23.22,7.21,4.2,45.67,82.28,1.31,70.0,15.43,71.12,58.3,75.5,2.73,0.22,0.06,1.02,9.77,51.95,2.01,1.63,99.95,90.6,47.68,0.59,9.86,6.11,50.37,31.13,1.07,99.77,68.97,0.9,4.9,0.3,16.05,0.8,2.59,0.47,57.84,47.89,41.79,60.06,13.72,0.05,79.83,0.14,30.51,91.06,35.41,75.11,0.64,24.94,94.22,86.27,75.66,40.78,75.45,0.81,56.74,59.26,0.24,5.19,6.44,3.2,2.77,95.94,55.7,70.94,58.56,1.85,65.55,1.24,7.02,66.97,3.62,8.89,0.54,0.18,54.74,92.37,96.94,1.91,28.81,56.27,82.86,34.82,4.55,0.25,54.48,6.12,33.18,41.1,1.88,0.06,98.04,96.51,60.1,2.1,34.27,60.59,99.48,47.9,80.77,2.84,0.12,33.44,1.52,74.08,96.78,1.25,19.53,0.06,0.83,62.35,33.39,43.02,99.76,9.56,65.57,99.67,99.43,22.82,0.08,13.48,12.58,18.44,40.31,0.23,88.42,0.24,14.0,86.16,0.06,0.48,1.02,3.19,32.36,6.08,30.17,0.09,14.61,0.58,84.24,85.77,16.28,0.73,31.32,51.59,98.47,99.99,39.24,98.9,99.8,100.0,59.66,99.95,67.33,54.23,52.44,1.47,18.42,1.38,0.93,78.98,99.56,45.07,48.9,81.1,73.71,62.03,12.75,82.45,25.73,22.34,59.46,68.63,31.14,3.43,41.72,74.23,2.2,0.07,9.5,54.91,55.03,42.74,0.1,18.36,0.03,72.77,82.51,9.12,30.92,5.8,0.2,54.7,74.07,2.89,6.54,65.47,0.53,1.33,1.41,0.42,7.27,0.35,19.69,65.96,87.46,14.71,26.35,98.55,67.93,0.43,10.25,7.86,0.6,69.08,0.97,93.09,36.47,81.51,0.77,80.0,1.09,71.37,8.32,70.05,33.16,91.5,95.62,79.26,21.95,1.45,34.19,20.93,2.08,44.82,17.59,64.63,1.15,0.21,9.33,86.02,16.61,36.76,58.76,99.67,46.71,99.9,0.67,5.31,7.02,92.85,12.1,0.99,59.38,0.37,33.39,17.93,1.83,35.44,50.8,51.31,3.89,0.04,2.11,0.76,31.18,66.7,70.72,3.29,66.21,0.62,2.96,73.35,94.95,1.48,3.26,63.17,60.9,3.13,57.01,67.83,12.46,81.97,22.58,37.22,3.82,0.59,1.34,28.63,32.03,58.94,0.96,3.79,94.59,2.54,0.94,11.67,1.44,12.22,17.91,13.5,60.9,39.9,98.6,27.97,24.7,1.75,99.27,10.92,86.66,79.71,12.36,1.63,96.38,30.84,30.39,46.83,7.44,24.32,97.77,0.37,44.57,60.29,15.59,29.15,8.52,9.05,44.83,11.68,23.18,0.27,0.11,44.71,0.09,1.64,0.17,26.74,99.87,3.41,2.61,1.0,25.45,0.07,0.83,88.61,19.1,100.0,0.2,0.57,85.73,0.95,45.68,26.01,0.16,49.65,2.85,20.51,0.28,0.45,2.38,0.12,0.08,21.92,24.31,0.43,1.63,59.48,8.3,89.37,0.82,76.07,69.56,1.58,3.76,2.36,2.79,2.67,2.77,17.19,77.4,0.72,0.09,71.26,17.62,30.11,37.47,91.32,13.83,7.85,86.83,49.17,2.01,0.18,8.78,0.88,30.13,44.12,0.35,7.78,0.17,41.81,1.71,10.99,0.17,93.54,21.45,34.52,21.17,25.54,51.86,0.26,40.98,9.67,39.32,28.1,53.0,46.57,24.38,2.88,0.08,22.56,19.52,65.42,6.83,76.23,0.72,99.19,78.25,33.44,26.55,98.9,17.04,86.58,91.29,72.27,25.46,89.29,1.56,41.62,0.2,41.86,25.66,33.03,7.44,96.74,99.7,93.27,99.72,37.18,70.62,97.89,99.97,18.55,32.1,44.13,95.48,20.26,2.71,72.91,99.99,90.45,53.07,64.78,100.0,99.99,90.22,12.83,99.19,7.5,1.51,56.71,56.08,3.87,64.12,54.04,63.76,12.47,99.82,84.67,0.28,11.96,47.78,21.6,4.4,99.58,62.91,99.94,100.0,33.33,80.78,0.4,44.98,24.41,51.81,69.88,24.03,14.81,0.83,5.0,41.39,14.61,19.33,29.73,3.37,7.75,21.57,1.87,0.6,30.03,92.31,23.01,19.18,18.36,98.37,12.12,0.33,0.81,0.34,56.25,47.73,17.7,82.33,67.4,19.02,1.49,1.2,86.28,3.34,39.94,95.39,42.71,35.69,2.0,95.46,79.88,51.79,55.06,7.41,63.06,19.21,40.16,13.34,65.73,10.09,50.3,39.68,72.34,11.52,87.33,95.22,57.87,21.27,56.66,3.0,95.61,66.65,18.97,47.27,37.25,32.87,9.82,46.16,54.97,82.33,53.490672696438665,38.545788581119275,55.610514414923685,72.32899943470888,6.9460146975692485,52.52261164499718,29.90390050876201,17.62295081967213,0.4239683436970039
005 L5 IT CTX Glut,88.35,1.61,21.05,1.58,81.49,0.25,1.18,4.05,14.89,59.04,0.7,58.43,43.47,59.47,0.11,25.41,0.27,1.06,79.57,18.71,17.15,6.63,46.91,78.73,2.47,71.49,32.93,84.16,27.22,57.37,4.37,0.38,0.0,4.21,8.49,28.94,1.72,0.81,99.89,91.11,20.37,0.61,4.32,19.1,76.58,57.91,1.13,99.98,54.4,1.45,17.47,0.25,5.0,1.15,2.33,0.27,58.81,50.89,30.89,26.97,59.38,0.09,79.97,0.11,23.15,90.97,67.62,90.72,0.86,26.48,88.12,72.37,77.66,58.72,39.96,0.86,28.11,58.52,0.2,10.3,32.04,2.92,3.51,87.01,47.27,40.76,64.11,2.92,56.91,2.24,3.35,10.79,16.75,10.32,0.16,1.67,45.17,98.33,98.03,2.06,12.83,49.9,88.03,23.42,22.4,5.25,53.29,4.48,36.86,49.31,1.29,0.05,94.8,95.34,50.53,0.97,24.33,62.75,97.99,30.8,90.0,1.47,0.11,16.52,1.2,80.4,95.11,1.61,26.3,0.05,0.52,56.64,27.97,48.99,99.91,8.76,68.11,99.59,99.91,24.49,0.38,14.66,13.15,46.55,70.9,0.16,84.75,0.41,26.09,93.48,0.02,0.54,0.95,7.63,17.61,11.54,57.98,0.16,11.04,0.59,82.42,78.23,16.84,1.22,35.23,13.51,99.12,99.98,80.38,98.55,99.89,100.0,62.93,99.82,94.95,48.22,64.13,1.63,19.96,1.83,9.48,86.17,99.05,44.49,60.38,73.48,94.25,61.48,11.93,85.63,28.29,36.8,64.74,78.62,5.07,3.21,28.6,90.54,4.5,0.07,37.54,39.42,80.06,71.8,0.14,12.06,0.02,67.55,28.17,17.13,27.83,5.77,0.11,30.19,75.9,3.78,2.47,42.25,0.57,1.54,2.99,0.43,31.75,0.18,36.03,81.19,86.76,20.41,23.31,98.14,84.86,0.59,15.21,10.7,0.59,56.75,2.26,97.37,50.01,50.74,0.84,55.15,1.79,47.66,6.49,57.0,64.09,92.89,96.9,88.01,15.64,2.38,31.27,11.22,9.41,47.0,17.97,64.02,8.98,0.16,2.24,81.38,42.0,62.1,59.99,99.25,36.82,99.75,0.07,22.31,8.53,84.16,20.25,0.97,60.99,0.43,25.25,23.85,7.04,32.97,42.34,58.9,1.97,0.02,2.85,0.38,39.1,66.76,66.12,2.53,65.94,0.57,2.83,61.85,71.96,1.52,7.58,57.77,50.33,2.94,60.69,36.03,14.51,78.0,67.14,63.86,13.85,0.7,1.04,22.79,22.02,36.68,1.18,2.1,60.67,3.01,0.34,34.15,1.49,21.23,41.14,7.74,37.16,83.39,99.05,33.08,29.17,1.4,96.99,29.28,84.54,76.01,13.03,9.73,81.76,20.95,12.83,65.81,29.94,20.53,98.85,0.18,61.71,50.1,34.89,67.46,30.37,27.54,9.23,3.76,32.74,0.18,0.25,48.59,0.07,1.58,0.25,3.48,99.98,4.44,2.76,1.4,29.21,0.02,0.7,76.96,11.61,100.0,0.14,0.59,98.19,0.79,41.62,27.47,0.27,93.44,3.46,24.21,0.27,0.36,3.01,0.23,0.09,20.84,54.76,0.61,1.24,58.34,10.91,87.49,0.86,33.17,47.68,1.72,5.93,2.85,2.76,5.02,1.88,21.14,85.43,0.61,0.11,11.22,42.14,27.31,40.3,92.17,11.34,5.77,91.67,71.83,4.96,0.2,5.59,1.52,19.82,8.03,0.43,5.11,0.05,44.49,3.01,10.25,0.16,94.7,12.92,25.39,22.27,26.61,60.72,0.34,37.81,5.63,43.52,29.6,52.5,33.88,27.43,1.29,0.02,26.02,19.53,57.93,3.82,80.58,0.25,97.94,72.41,24.49,26.14,99.19,6.0,61.17,92.87,71.94,21.52,87.83,1.63,36.16,0.2,49.65,15.86,39.51,11.59,96.88,96.15,98.69,99.71,32.88,51.48,94.05,99.93,22.56,29.1,40.26,95.63,24.55,1.13,77.03,99.98,96.18,48.97,69.07,100.0,99.98,89.14,12.17,98.85,3.53,0.72,52.95,54.58,8.37,85.77,42.18,61.03,15.7,98.96,57.55,0.34,12.04,29.96,16.18,17.49,99.73,63.7,99.95,100.0,38.15,84.41,0.38,36.32,26.36,36.57,86.85,59.61,10.27,1.52,0.77,29.83,12.11,24.1,5.16,16.75,0.45,42.82,2.44,1.06,13.83,89.88,12.7,8.51,18.47,99.16,10.18,0.7,0.72,0.48,53.13,56.28,19.89,90.25,56.03,16.34,1.63,2.13,85.09,6.59,63.41,93.3,41.73,37.23,1.2,65.56,82.76,24.3,40.64,10.91,47.48,28.72,46.73,24.8,67.75,10.93,60.17,42.72,79.32,11.86,88.19,93.73,61.64,24.15,34.19,2.85,96.72,65.15,22.54,50.8,39.4,34.46,11.61,48.7,61.33,88.75,31.047748359357318,57.70536320434487,76.89522516406426,40.07694048427246,39.33016519574564,68.6806969902693,5.566870332654447,13.487214301878254,0.31681375876895224
022 L5 ET CTX Glut,95.05,4.44,4.65,1.2,84.78,0.16,0.43,56.24,4.87,5.83,0.56,84.38,12.14,65.77,0.13,4.01,0.19,0.91,45.76,58.6,2.73,18.43,70.55,96.44,9.9,58.25,99.68,62.82,64.19,93.77,4.33,0.27,0.88,25.17,26.56,14.68,1.9,0.67,100.0,83.61,2.14,0.05,6.74,6.55,35.68,1.47,0.86,95.16,74.22,2.57,0.72,0.13,1.44,0.94,9.87,0.75,99.01,37.71,69.38,76.97,36.08,0.08,82.91,0.05,48.6,89.44,10.83,96.63,0.45,29.66,85.02,88.45,88.93,56.97,85.69,2.27,6.47,3.18,0.27,9.44,70.9,9.79,1.93,65.15,64.27,73.79,57.61,1.87,34.58,0.83,0.16,5.22,10.64,11.37,1.12,1.9,41.11,88.31,99.17,1.95,14.23,91.79,86.01,74.83,1.04,4.33,51.64,8.02,21.77,48.11,1.2,0.19,82.16,80.98,51.73,0.48,22.12,66.76,76.06,90.16,95.83,1.34,0.13,94.12,0.67,47.39,48.54,0.64,0.78,0.24,1.5,36.43,34.47,42.71,99.2,25.94,75.39,99.71,98.37,27.07,0.05,13.83,12.49,9.41,59.24,0.99,92.27,0.32,3.72,34.77,0.03,1.02,1.26,1.77,94.78,1.55,66.81,0.03,11.53,1.15,84.33,65.15,15.43,0.64,6.15,2.43,99.95,100.0,72.21,99.25,99.89,100.0,86.73,100.0,98.74,54.69,82.94,1.5,22.14,0.83,3.53,75.58,98.42,23.62,6.87,35.04,90.21,59.75,12.28,84.68,24.31,32.6,87.3,22.68,6.58,3.72,6.85,91.28,2.17,0.03,78.9,37.82,46.46,87.8,0.13,42.12,0.0,67.18,7.33,13.61,14.82,28.38,0.35,33.81,58.04,0.96,5.19,88.87,0.37,1.28,47.26,0.45,4.36,0.32,3.5,36.56,41.32,44.77,24.69,99.44,87.88,20.41,31.99,24.82,0.59,96.5,7.97,99.36,14.44,82.48,8.77,98.98,3.24,25.33,24.04,44.85,58.09,92.32,50.17,99.97,24.85,0.75,21.69,27.49,70.77,15.51,16.02,26.69,0.48,0.29,1.9,66.78,27.12,42.47,14.87,57.85,35.33,99.79,0.03,14.6,3.99,81.12,13.16,0.62,59.86,0.86,19.95,3.64,0.37,52.82,50.9,5.54,2.94,0.11,3.45,0.64,95.05,55.23,92.27,3.0,4.39,0.56,26.61,95.75,52.42,2.83,4.2,54.99,40.47,1.9,75.77,47.63,7.06,58.49,20.94,3.72,18.05,0.75,0.96,92.06,40.04,27.31,1.36,1.34,88.71,4.28,0.48,16.61,4.04,21.21,4.57,1.23,65.04,27.87,98.93,34.21,27.44,2.14,96.95,44.69,19.87,4.04,14.98,1.26,35.65,16.66,7.6,24.42,34.07,5.32,87.35,2.25,91.04,34.34,1.42,23.7,7.19,4.92,50.2,1.18,22.57,0.27,0.05,59.27,0.11,6.39,0.27,17.87,99.87,9.17,2.46,1.71,65.23,0.03,1.04,69.83,39.34,100.0,0.21,0.56,70.45,1.28,26.0,30.06,0.19,83.66,3.02,48.33,0.27,0.53,2.51,0.05,0.05,22.57,39.93,1.36,5.59,54.03,1.58,77.16,0.27,19.02,89.81,4.63,7.49,2.46,1.63,6.18,2.75,49.67,70.58,0.86,0.11,11.31,8.75,26.5,44.32,88.1,74.3,17.04,99.79,9.74,0.37,0.56,1.34,0.48,75.58,12.6,0.7,2.14,0.51,87.88,0.96,11.37,0.27,89.68,8.37,61.89,21.9,21.21,70.77,0.13,39.02,7.14,40.47,14.95,53.44,59.7,14.28,5.48,0.03,25.38,26.29,65.82,23.59,70.9,0.45,99.25,73.47,30.17,39.45,99.6,14.34,78.87,90.0,72.51,15.62,89.14,1.28,43.89,0.21,54.4,7.73,43.38,9.04,98.21,98.42,99.97,91.74,20.17,34.55,66.03,99.97,24.55,17.09,42.93,92.19,27.92,0.19,71.44,100.0,71.14,45.63,76.17,100.0,100.0,99.81,7.86,98.82,51.08,0.35,22.68,60.93,16.8,51.97,62.58,54.4,11.05,89.09,13.45,0.4,13.05,3.58,16.31,5.99,99.04,60.55,99.97,100.0,44.85,73.6,0.16,32.68,27.47,38.25,44.02,6.87,0.88,0.11,4.84,71.14,20.06,6.66,57.66,63.95,0.78,4.12,0.8,2.49,3.34,90.56,86.55,46.78,12.41,93.58,6.31,0.35,1.1,0.32,2.57,27.41,61.86,94.81,26.16,10.7,1.04,2.83,58.2,0.4,79.57,90.29,69.43,87.4,45.89,97.78,14.44,8.83,43.03,39.64,76.6,10.7,49.64,72.05,75.96,11.07,49.29,26.45,71.2,12.73,86.04,71.57,59.32,21.77,16.9,2.19,98.69,67.53,14.15,44.88,47.61,36.35,10.54,45.15,8.53,85.5,6.632789515913346,38.40599090665954,49.74592136935009,15.4854239101364,0.7221182134260498,29.232415084247126,0.6686279753944906,14.09467772131586,0.2941963091735758
