region_user,cell_type_label,allen_subclass_anchor,role,n_cells,UNIQUE_separator_genes,BEST_separators_also_clean_in_whole_ROI,roi_contamination_warning,how_to_separate_from_siblings,needs_marker_combination,marker_combination_recipe,allen_name_embedded_markers_verified,shared_marker_genes,discriminating_markers_ranked,discriminating_markers_with_stats,GPCRs_enriched_in_this_subclass,cell_type_specific_GPCRs,intermediate_GPCRs,universal_GPCRs,n_unique_separators,n_specific_GPCRs,n_universal_GPCRs
ORBm,L5 IT / L5 ET/PT output neurons,005 L5 IT CTX Glut,target,4419,Bdnf,,"Bdnf: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (6.39, 85%)","vs 022 L5 ET CTX Glut: Pld5, Slc30a3, Thsd7b; vs 032 L5 NP CTX Glut: Bdnf, Pld5, Rspo2",NO,,,,Bdnf,"Bdnf (panel_spec=0.83, 84% of cells, UNIQUE_to_subclass)","Htr2a (panel_spec=0.78, 79%), Sstr2 (panel_spec=0.68, 55%)",,"Sstr2, Htr1b, Htr1a, Ntsr1, Crhr1, Npy1r, Cckbr, Drd1, Oprd1","Grm5, Gabbr2, Gabbr1, Htr2a, Cnr1, Chrm2, Htr1f, Grm1, Adcyap1r1, Oprm1",1,0,10
ORBm,L5 IT / L5 ET/PT output neurons,022 L5 ET CTX Glut,target,3739,"Pou3f1, Npr3, Lratd2, Vat1l, Oprl1, Fezf2, Grp","Pou3f1, Npr3, Lratd2, Vat1l, Fezf2, Grp",,"vs 005 L5 IT CTX Glut: Npr3, Reln, Grp; vs 032 L5 NP CTX Glut: Pou3f1, Lamp5, Vat1l",NO,,,,"Pou3f1, Npr3, Lratd2, Vat1l, Oprl1, Fezf2, Grp","Pou3f1 (panel_spec=4.57, 92% of cells, UNIQUE_to_subclass); Npr3 (panel_spec=3.44, 71% of cells, UNIQUE_to_subclass); Lratd2 (panel_spec=2.48, 47% of cells, UNIQUE_to_subclass); Vat1l (panel_spec=1.10, 88% of cells, UNIQUE_to_subclass); Oprl1 (panel_spec=0.89, 53% of cells, UNIQUE_to_subclass); Fezf2 (panel_spec=0.63, 94% of cells, UNIQUE_to_subclass); Grp (panel_spec=0.61, 45% of cells, UNIQUE_to_subclass)","Mc4r (panel_spec=0.86, 20%)",Mc4r,"Cckbr, Htr1a, Htr1b, Sstr2, Crhr1, Npy1r","Grm5, Gabbr1, Gabbr2, Htr1f, Grm1, Cnr1, Oprm1, Htr2a",7,1,8
ORBm,L5 IT / L5 ET/PT output neurons,032 L5 NP CTX Glut,target,3988,"Tshz2, Trhr, Slc17a6, Htr2c, Etv1, Slc17a8, Prkca, Cbln2","Tshz2, Trhr, Htr2c, Etv1, Slc17a8","Slc17a6: 036 HPF CR Glut in same dissection is higher (5.66, 69%)","vs 005 L5 IT CTX Glut: Tshz2, Htr2c, Nxph1; vs 022 L5 ET CTX Glut: Tshz2, Htr2c, Nxph1",NO,,,,"Tshz2, Trhr, Slc17a6, Htr2c, Etv1, Slc17a8, Prkca, Cbln2","Tshz2 (panel_spec=8.84, 100% of cells, UNIQUE_to_subclass); Trhr (panel_spec=4.29, 71% of cells, UNIQUE_to_subclass); Slc17a6 (panel_spec=3.52, 71% of cells, UNIQUE_to_subclass); Htr2c (panel_spec=3.48, 90% of cells, UNIQUE_to_subclass); Etv1 (panel_spec=3.16, 100% of cells, UNIQUE_to_subclass); Slc17a8 (panel_spec=1.58, 26% of cells, UNIQUE_to_subclass); Prkca (panel_spec=1.05, 99% of cells, UNIQUE_to_subclass); Cbln2 (panel_spec=0.99, 89% of cells, UNIQUE_to_subclass)","Htr2c (panel_spec=3.48, 90%), Chrm2 (panel_spec=2.23, 91%), Grm5 (panel_spec=0.57, 100%)",,"Htr2c, Drd1, Hcrtr2","Grm5, Chrm2, Gabbr1, Htr1f, Gabbr2, Adcyap1r1, Oprm1, Cnr1, Grm1",8,0,9
ORBm,L6 CT / L6b,030 L6 CT CTX Glut,target,21453,"Syt6, Foxp2, Rprm, Sla, Cyp26b1, Thsd7b, Lrrtm2, Zfhx3, Ppp1r1b","Rprm, Sla, Cyp26b1, Lrrtm2","Syt6: 041 OB-in Frmd7 Gaba in same dissection is higher (7.60, 82%); Foxp2: 063 STR D1 Sema5a Gaba in same dissection is higher (11.53, 100%); Thsd7b: 039 OB Meis2 Thsd7b Gaba in same dissection is higher (10.21, 94%); Zfhx3: 062 STR D2 Gaba in same dissection is higher (4.83, 62%); Ppp1r1b: 062 STR D2 Gaba in same dissection is higher (10.06, 100%)","vs 004 L6 IT CTX Glut: Foxp2, Rprm, Syt6; vs 029 L6b CTX Glut: Pou3f3, Cyp26b1, Etv1",NO,,,,"Syt6, Foxp2, Rprm, Sla, Cyp26b1, Thsd7b, Lrrtm2, Zfhx3, Ppp1r1b","Syt6 (panel_spec=3.76, 92% of cells, UNIQUE_to_subclass); Foxp2 (panel_spec=3.12, 99% of cells, UNIQUE_to_subclass); Rprm (panel_spec=2.49, 91% of cells, UNIQUE_to_subclass); Sla (panel_spec=1.66, 68% of cells, UNIQUE_to_subclass); Cyp26b1 (panel_spec=1.61, 27% of cells, UNIQUE_to_subclass); Thsd7b (panel_spec=1.59, 92% of cells, UNIQUE_to_subclass); Lrrtm2 (panel_spec=1.30, 91% of cells, UNIQUE_to_subclass); Zfhx3 (panel_spec=0.95, 40% of cells, UNIQUE_to_subclass); Ppp1r1b (panel_spec=0.84, 73% of cells, UNIQUE_to_subclass)","Htr1f (panel_spec=1.13, 94%)",,"Ntsr1, Sstr2, Cckbr, Drd1, Oprd1","Grm5, Gabbr2, Gabbr1, Htr1f, Grm1, Oprm1, Cnr1, Chrm2",9,0,8
ORBm,L6 CT / L6b,029 L6b CTX Glut,target,1586,"Nxph4, Ccn2, Drd1, Rai14, Nr4a2, Slc1a2, Oprm1","Nxph4, Ccn2, Rai14, Slc1a2","Drd1: 061 STR D1 Gaba in same dissection is higher (8.30, 96%); Nr4a2: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (10.53, 100%); Oprm1: 064 STR-PAL Chst9 Gaba in same dissection is higher (5.60, 69%)","vs 004 L6 IT CTX Glut: Ccn2, Cplx3, Foxp2; vs 030 L6 CT CTX Glut: Ccn2, Cplx3, Nxph4",NO,,,,"Nxph4, Ccn2, Drd1, Rai14, Nr4a2, Slc1a2, Oprm1","Nxph4 (panel_spec=4.61, 65% of cells, UNIQUE_to_subclass); Ccn2 (panel_spec=4.14, 77% of cells, UNIQUE_to_subclass); Drd1 (panel_spec=1.68, 67% of cells, UNIQUE_to_subclass); Rai14 (panel_spec=1.62, 87% of cells, UNIQUE_to_subclass); Nr4a2 (panel_spec=1.34, 58% of cells, UNIQUE_to_subclass); Slc1a2 (panel_spec=0.74, 100% of cells, UNIQUE_to_subclass); Oprm1 (panel_spec=0.73, 80% of cells, UNIQUE_to_subclass)","Drd1 (panel_spec=1.68, 67%), Oprm1 (panel_spec=0.73, 80%)",,"Drd1, Ntsr1, Cckbr, Sstr2, Hcrtr2","Grm5, Gabbr1, Gabbr2, Htr1f, Oprm1, Grm1, Chrm2, Htr2a, Adcyap1r1",7,0,9
ORBm,L6 CT / L6b,004 L6 IT CTX Glut,target,11338,"Oprk1, Rspo2, Nptx2, Nnat, Jun, Cbln1, Ptpru",Nptx2,"Oprk1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (7.09, 90%); Rspo2: 003 L5/6 IT TPE-ENT Glut in same dissection is higher (6.46, 89%); Nnat: 002 IT EP-CLA Glut in same dissection is higher (9.03, 95%); Jun: 036 HPF CR Glut in same dissection is higher (4.46, 50%); Cbln1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (3.11, 50%); Ptpru: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (6.59, 92%)","vs 029 L6b CTX Glut: Slc30a3, Matn2, Oprk1; vs 030 L6 CT CTX Glut: Slc30a3, Oprk1, Pld5",NO,,,,"Oprk1, Rspo2, Nptx2, Nnat, Jun, Cbln1, Ptpru","Oprk1 (panel_spec=2.05, 37% of cells, UNIQUE_to_subclass); Rspo2 (panel_spec=2.03, 88% of cells, UNIQUE_to_subclass); Nptx2 (panel_spec=1.66, 64% of cells, UNIQUE_to_subclass); Nnat (panel_spec=1.37, 77% of cells, UNIQUE_to_subclass); Jun (panel_spec=1.16, 63% of cells, UNIQUE_to_subclass); Cbln1 (panel_spec=0.90, 34% of cells, UNIQUE_to_subclass); Ptpru (panel_spec=0.75, 67% of cells, UNIQUE_to_subclass)","Oprk1 (panel_spec=2.05, 37%)",Oprk1,"Ntsr1, Htr1b, Cckbr, Sstr2, Drd1, Crhr1, Npy1r","Grm5, Gabbr2, Gabbr1, Grm1, Chrm2, Cnr1, Htr2a, Htr1f, Adcyap1r1, Oprm1",7,1,10
ORBm,Cortical interneurons,052 Pvalb Gaba,target,2869,"Pvalb, Tac1, Cartpt, Rarb, Oprd1, Cplx1, Cux1, Moxd1, Zfp804b","Pvalb, Cartpt, Cplx1, Moxd1","Tac1: 063 STR D1 Sema5a Gaba in same dissection is higher (10.29, 98%); Rarb: 062 STR D2 Gaba in same dissection is higher (9.76, 100%); Cux1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (7.76, 95%); Zfp804b: 051 Pvalb chandelier Gaba in same dissection is higher (11.68, 100%)","vs 046 Vip Gaba: Sox6, Mpped1, Pvalb; vs 049 Lamp5 Gaba: Sox6, Satb1, Rbp4; vs 053 Sst Gaba: Pvalb, Tac1, Sp9",NO,,Pvalb,,"Pvalb, Tac1, Cartpt, Rarb, Oprd1, Cplx1, Cux1, Moxd1, Zfp804b","Pvalb (panel_spec=5.58, 71% of cells, UNIQUE_to_subclass); Tac1 (panel_spec=5.45, 70% of cells, UNIQUE_to_subclass); Cartpt (panel_spec=1.98, 54% of cells, UNIQUE_to_subclass); Rarb (panel_spec=1.98, 56% of cells, UNIQUE_to_subclass); Oprd1 (panel_spec=1.54, 68% of cells, UNIQUE_to_subclass); Cplx1 (panel_spec=1.40, 100% of cells, UNIQUE_to_subclass); Cux1 (panel_spec=1.07, 82% of cells, UNIQUE_to_subclass); Moxd1 (panel_spec=0.82, 54% of cells, UNIQUE_to_subclass); Zfp804b (panel_spec=0.66, 89% of cells, UNIQUE_to_subclass)","Oprd1 (panel_spec=1.54, 68%)",,"Oprd1, Cckbr, Drd1, Htr2c","Grm5, Gabbr2, Gabbr1, Adcyap1r1, Cnr1, Htr2a, Htr1f, Chrm2, Grm1, Oprm1",9,0,10
ORBm,Cortical interneurons,053 Sst Gaba,target,5377,"Sst, Baiap3, Rgs9, Satb1, Mafb, Rbp4, Vgf","Baiap3, Satb1, Rbp4","Sst: 056 Sst Chodl Gaba in same dissection is higher (11.88, 100%); Rgs9: 061 STR D1 Gaba in same dissection is higher (9.30, 99%); Mafb: 050 Lamp5 Lhx6 Gaba in same dissection is higher (7.39, 90%)","vs 046 Vip Gaba: Sst, Sox6, Mpped1; vs 049 Lamp5 Gaba: Satb1, Sox6, Rbp4; vs 052 Pvalb Gaba: Pld5, Ptpru, Pde1c",NO,,Sst,,"Sst, Baiap3, Rgs9, Satb1, Mafb, Rbp4, Vgf","Sst (panel_spec=8.11, 99% of cells, UNIQUE_to_subclass); Baiap3 (panel_spec=2.16, 42% of cells, UNIQUE_to_subclass); Rgs9 (panel_spec=1.22, 64% of cells, UNIQUE_to_subclass); Satb1 (panel_spec=1.07, 99% of cells, UNIQUE_to_subclass); Mafb (panel_spec=0.83, 86% of cells, UNIQUE_to_subclass); Rbp4 (panel_spec=0.76, 90% of cells, UNIQUE_to_subclass); Vgf (panel_spec=0.63, 84% of cells, UNIQUE_to_subclass)","Oxtr (panel_spec=0.89, 28%), Grm1 (panel_spec=0.88, 94%)",Oxtr,"Htr1a, Oprd1","Grm5, Grm1, Gabbr1, Gabbr2, Cnr1, Adcyap1r1, Oprm1, Htr1f, Chrm2, Htr2a",7,1,10
ORBm,Cortical interneurons,046 Vip Gaba,target,3277,"Vip, Calb2, Tac2, Crh, Slc5a7, Penk, Htr3a, Nr2e1, Dlx1, Prox1, Adarb2, Dlx2","Vip, Crh, Nr2e1, Dlx1, Prox1","Calb2: 042 OB-out Frmd7 Gaba in same dissection is higher (10.74, 97%); Tac2: 047 Sncg Gaba in same dissection is higher (4.80, 56%); Slc5a7: 056 Sst Chodl Gaba in same dissection is higher (4.09, 58%); Penk: 062 STR D2 Gaba in same dissection is higher (10.23, 97%); Htr3a: 047 Sncg Gaba in same dissection is higher (6.09, 76%); Adarb2: 047 Sncg Gaba in same dissection is higher (13.46, 100%); Dlx2: 047 Sncg Gaba in same dissection is higher (3.14, 51%)","vs 049 Lamp5 Gaba: Vip, Calb2, Cbln2; vs 052 Pvalb Gaba: Adarb2, Vip, Prox1; vs 053 Sst Gaba: Adarb2, Vip, Prox1",NO,,Vip,,"Vip, Calb2, Tac2, Crh, Slc5a7, Penk, Htr3a, Nr2e1, Dlx1, Prox1, Adarb2, Dlx2","Vip (panel_spec=10.06, 93% of cells, UNIQUE_to_subclass); Calb2 (panel_spec=4.24, 65% of cells, UNIQUE_to_subclass); Tac2 (panel_spec=3.68, 48% of cells, UNIQUE_to_subclass); Crh (panel_spec=3.55, 57% of cells, UNIQUE_to_subclass); Slc5a7 (panel_spec=3.15, 41% of cells, UNIQUE_to_subclass); Penk (panel_spec=2.93, 61% of cells, UNIQUE_to_subclass); Htr3a (panel_spec=2.24, 40% of cells, UNIQUE_to_subclass); Nr2e1 (panel_spec=1.65, 42% of cells, UNIQUE_to_subclass); Dlx1 (panel_spec=1.64, 81% of cells, UNIQUE_to_subclass); Prox1 (panel_spec=1.40, 89% of cells, UNIQUE_to_subclass); Adarb2 (panel_spec=1.13, 100% of cells, UNIQUE_to_subclass); Dlx2 (panel_spec=0.85, 41% of cells, UNIQUE_to_subclass)","Cnr1 (panel_spec=2.08, 98%), Npy2r (panel_spec=2.05, 40%), Npy1r (panel_spec=1.05, 68%)",Npy2r,"Npy1r, Hcrtr2, Htr2c","Cnr1, Grm5, Gabbr1, Gabbr2, Grm1, Adcyap1r1, Oprm1",12,1,7
ORBm,Cortical interneurons,049 Lamp5 Gaba,target,2339,"Lamp5, Ndnf, Npy, Pnoc, Pld5, Cplx3, Gad2, Gad1, Nos1, Sema5a, Nfix, Nfib","Cplx3, Sema5a, Nfix","Lamp5: 050 Lamp5 Lhx6 Gaba in same dissection is higher (8.34, 98%); Ndnf: 036 HPF CR Glut in same dissection is higher (10.22, 97%); Npy: 056 Sst Chodl Gaba in same dissection is higher (12.10, 100%); Pnoc: 050 Lamp5 Lhx6 Gaba in same dissection is higher (7.21, 90%); Gad1: 050 Lamp5 Lhx6 Gaba in same dissection is higher (11.06, 100%); Nos1: 056 Sst Chodl Gaba in same dissection is higher (11.71, 98%); Nfib: 050 Lamp5 Lhx6 Gaba in same dissection is higher (10.27, 100%)","vs 046 Vip Gaba: Npy, Lamp5, Mpped1; vs 052 Pvalb Gaba: Adarb2, Nfix, Lamp5; vs 053 Sst Gaba: Adarb2, Nfib, Nfix",NO,,Lamp5,,"Lamp5, Ndnf, Npy, Pnoc, Pld5, Cplx3, Gad2, Gad1, Nos1, Sema5a, Nfix, Nfib","Lamp5 (panel_spec=1.53, 91% of cells, UNIQUE_to_subclass); Ndnf (panel_spec=4.32, 54% of cells, UNIQUE_to_subclass); Npy (panel_spec=3.61, 88% of cells, UNIQUE_to_subclass); Pnoc (panel_spec=3.46, 81% of cells, UNIQUE_to_subclass); Pld5 (panel_spec=2.14, 90% of cells, UNIQUE_to_subclass); Cplx3 (panel_spec=1.66, 89% of cells, UNIQUE_to_subclass); Gad2 (panel_spec=1.45, 100% of cells, UNIQUE_to_subclass); Gad1 (panel_spec=1.23, 100% of cells, UNIQUE_to_subclass); Nos1 (panel_spec=1.18, 64% of cells, UNIQUE_to_subclass); Sema5a (panel_spec=1.16, 91% of cells, UNIQUE_to_subclass); Nfix (panel_spec=1.05, 99% of cells, UNIQUE_to_subclass); Nfib (panel_spec=0.65, 100% of cells, UNIQUE_to_subclass)","Hcrtr2 (panel_spec=2.67, 67%)",,"Hcrtr2, Sstr2, Npy1r","Grm5, Gabbr2, Gabbr1, Cnr1, Htr2a, Htr1f, Adcyap1r1, Oprm1",12,0,8
