region_user,subclass,gene,n_cells,mean_log2_expr,pct_expr,is_nonneuronal,is_anchor_subclass,specificity_log2_vs_neuronal,specificity_log2_vs_neuronal_competitor_mean,specificity_log2_vs_panel,specificity_log2_vs_panel_competitor_mean,in_subclass_name
BMAp,009 L2/3 IT PIR-ENTl Glut,Oprm1,38,0.4304,7.89,False,False,-6.9723,7.4027,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Osr1,38,0.0,0.0,False,False,-0.0353,0.0353,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Otof,38,0.5498,10.53,False,False,-6.159,6.7088,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Otp,38,0.0,0.0,False,False,-8.1991,8.1991,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,P2ry12,38,1.2073,23.68,False,False,-0.8134,2.0207,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pappa2,38,0.1383,2.63,False,False,-1.7482,1.8865,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pax6,38,0.1349,2.63,False,False,-6.4212,6.5561,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pde1c,38,0.5202,7.89,False,False,-8.4776,8.9978,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pdgfra,38,0.0,0.0,False,False,-0.7508,0.7508,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pdyn,38,0.0,0.0,False,False,-9.1498,9.1498,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Penk,38,0.5092,10.53,False,False,-8.7186,9.2278,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Per1,38,2.4472,42.11,False,False,-1.5618,4.009,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pld5,38,0.9324,15.79,False,False,-7.6475,8.5799,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Plk2,38,5.327,86.84,False,False,-2.0641,7.3911,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pnoc,38,0.2537,5.26,False,False,-7.8635,8.1172,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pomc,38,0.4462,7.89,False,False,-1.8959,2.3421,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pou3f1,38,2.1337,34.21,False,False,-6.0593,8.193,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pou3f2,38,3.9962,68.42,False,False,-4.8162,8.8124,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Pou3f3,38,5.8223,86.84,False,False,-0.782,6.6043,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Ppp1r1b,38,4.2735,68.42,False,False,-4.532,8.8055,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Ppp3ca,38,10.6211,100.0,False,False,-0.9299,11.551,,,False
BMAp,009 L2/3 IT PIR-ENTl Glut,Prdm12,38,0.0,0.0,False,False,-3.0553,3.0553,,,False
