region,anchor,gene,in_panel_245,pct_expr,mean_log2_expr,specificity_log2_vs_other_anchors,rank_key,rank_within_anchor_all_genes,rank_within_anchor_panel_status
ORBm,007 L2/3 IT CTX Glut,Stard8,False,64.48303078137333,4.420728923691369,2.4622257425592946,4.271671184208269,9,9
ORBm,007 L2/3 IT CTX Glut,Kctd4,False,83.9327996391927,5.789274399572758,1.952015734343481,3.8759474439045123,13,10
ORBm,022 L5 ET CTX Glut,Gm2164,False,89.97058036908264,6.83685683898028,5.253203800911506,7.207304322883161,1,1
ORBm,022 L5 ET CTX Glut,L3mbtl4,False,79.64696442899171,5.679020136108561,4.79289796249518,6.694067190757118,2,2
ORBm,022 L5 ET CTX Glut,Gm19410,False,94.78470179192297,7.079793508182269,4.127121635205534,6.103859883266328,4,3
ORBm,022 L5 ET CTX Glut,Raver2,False,74.64562717304092,4.827485228643344,3.877328653973575,5.750333025307986,5,4
ORBm,022 L5 ET CTX Glut,Chst8,False,80.60978871355978,5.302348763077423,3.160316271863502,5.066704054687895,7,5
ORBm,022 L5 ET CTX Glut,Cacna1h,False,74.99331372024605,4.774068447254852,3.019654112611966,4.894676656752368,8,6
ORBm,022 L5 ET CTX Glut,Tcerg1l,False,86.68093073014175,6.188390095688564,2.9119394683816857,4.849863034259676,9,7
ORBm,022 L5 ET CTX Glut,Adamts2,False,56.244985290184545,3.870747080841432,3.0985066583492538,4.8485904658813554,10,8
ORBm,022 L5 ET CTX Glut,Fam126a,False,85.93206739769992,5.823601444445373,2.8619991025373,4.796154362934598,11,9
ORBm,022 L5 ET CTX Glut,Rab8b,False,86.70767584915752,5.849222636726585,2.5460345592483065,4.484092104606583,12,10
ORBm,029 L6b CTX Glut,Lhfpl3,False,90.1639344262295,7.4189952643491885,2.4938737920955854,4.448906646579062,3,1
ORBm,029 L6b CTX Glut,Clic5,False,55.359394703656996,3.6698642264097967,2.4589563526085296,4.202147685533047,4,2
ORBm,029 L6b CTX Glut,Atp10a,False,65.06935687263557,4.197801087272423,2.0873433084584576,3.9007198227680653,5,3
ORBm,029 L6b CTX Glut,Ptger3,False,53.53089533417402,3.460334402615907,2.09395500170167,3.822559508964038,6,4
ORBm,029 L6b CTX Glut,Galnt10,False,56.11601513240858,3.7377845023348835,2.058725575398011,3.807812399061339,7,5
ORBm,029 L6b CTX Glut,Cldnd1,False,94.89281210592686,7.188117228119551,1.796480159041793,3.7737134759900703,8,6
ORBm,029 L6b CTX Glut,Tmem40,False,43.88398486759142,2.765765205758517,2.1033909907106496,3.7456970473396267,9,7
ORBm,029 L6b CTX Glut,Hipk2,False,86.00252206809584,6.14213063647738,1.729630448873686,3.664141636212561,11,8
ORBm,029 L6b CTX Glut,Prss12,False,90.1639344262295,6.727662373310681,1.6914871839009118,3.6465200383843888,12,9
ORBm,029 L6b CTX Glut,Insig1,False,72.82471626733921,5.0189648468286965,1.6862168694485273,3.5484956706951056,14,10
ORBm,030 L6 CT CTX Glut,Trbc2,False,92.84482356779938,7.358377134039236,2.4891486000788268,4.456906295353234,3,1
ORBm,030 L6 CT CTX Glut,Ramp3,False,73.83116580431641,4.957876762632322,2.2603906662898674,4.128630392336391,5,2
ORBm,030 L6 CT CTX Glut,Garnl3,False,98.58761012445812,9.150298382182035,1.7007385920111897,3.694560930961719,6,3
ORBm,030 L6 CT CTX Glut,Sla,False,68.06973383675943,4.496509652823906,1.655997094513396,3.48895114696238,8,4
ORBm,030 L6 CT CTX Glut,Trabd2b,False,65.94415699435976,4.489577697439526,1.6037423391094117,3.4229186598784405,9,5
ORBm,030 L6 CT CTX Glut,Pdzrn4,False,97.03071831445486,8.442681804668185,1.3891887160711907,3.3760979625281697,10,6
ORBm,030 L6 CT CTX Glut,Cpa6,False,44.69304992308768,3.2911484418301873,1.7143795749089823,3.3646195675100667,11,7
ORBm,030 L6 CT CTX Glut,Limk1,False,80.32909150235399,5.479213148876431,1.3992760596507372,3.3041489149031293,12,8
ORBm,030 L6 CT CTX Glut,Lrrtm2,False,91.1480911760593,6.700197736516686,1.2955409805473632,3.255288558635619,13,9
ORBm,030 L6 CT CTX Glut,Arhgap25,False,72.56793921596048,4.799089507690339,1.359836401146162,3.2205811913099067,14,10
ORBm,032 L5 NP CTX Glut,Lypd1,False,99.14744232698094,9.957836167145159,5.972476165557584,7.968757680895619,2,1
ORBm,032 L5 NP CTX Glut,Vwc2l,False,97.06619859578736,8.827382422258765,4.938913798947122,6.925981820626459,3,2
ORBm,032 L5 NP CTX Glut,Myl4,False,92.42728184553661,7.962698993137631,4.699926791913768,6.665726973157205,4,3
ORBm,032 L5 NP CTX Glut,Lcp1,False,68.1544633901705,4.926359668299332,4.286369400491613,6.11986370324847,6,4
ORBm,032 L5 NP CTX Glut,Abi3bp,False,67.00100300902709,5.213010165612461,3.959039802117241,5.785121106281131,7,5
ORBm,032 L5 NP CTX Glut,Stard5,False,75.80240722166499,5.622172560710965,3.6041627150593167,5.483845712597516,8,6
ORBm,032 L5 NP CTX Glut,Gm28905,False,94.95987963891675,8.136053335224254,3.4364732762207506,5.414013431701958,9,7
ORBm,032 L5 NP CTX Glut,Kremen1,False,67.75325977933801,4.759657391573984,3.414131024826227,5.245061219872621,11,8
ORBm,032 L5 NP CTX Glut,Mcc,False,92.40220661985958,7.693708607760691,3.13296908058604,5.098651423141492,14,9
ORBm,032 L5 NP CTX Glut,Il11ra1,False,85.35606820461385,6.501495026657311,2.968788494845964,4.900022896618896,15,10
ORBm,046 Vip Gaba,Cxcl14,False,59.18147549811524,5.622738806868858,3.3491115180185207,5.121297306702231,5,1
ORBm,046 Vip Gaba,Ptprz1,False,85.05654281098546,7.413247120271271,3.0681915044036785,4.997899230905066,6,2
ORBm,046 Vip Gaba,Cpne2,False,59.396876682821755,4.3339679411937935,3.021974610039484,4.795738218739894,7,3
ORBm,046 Vip Gaba,Grpr,False,45.82660204631126,3.225256143877053,3.0519483911303826,4.71306604747519,8,4
ORBm,046 Vip Gaba,Slc5a7,False,40.41464728056004,3.0615855408536534,3.039570944869006,4.646109737708515,9,5
ORBm,046 Vip Gaba,Asic4,False,60.33925686591276,4.257908637766307,2.6543848903791147,4.434984847510414,11,6
ORBm,046 Vip Gaba,Rgs12,False,60.123855681206244,4.714708499774923,2.528127310183312,4.307174133850989,12,7
ORBm,046 Vip Gaba,Ap1s2,False,91.4647280560043,7.559369951534733,2.3447132083075672,4.305966855773834,13,8
ORBm,046 Vip Gaba,Htr3a,False,43.32256327409801,3.2298009787186155,2.5729943260486055,4.209708470743873,14,9
ORBm,046 Vip Gaba,Prox1os,False,57.37749057619817,4.12104947732608,2.3416519358895407,4.100393486199981,16,10
