paper_id,title,region_focus,species,data_url,accession,file_type,expected_files,expression_format,metadata_format,cell_type_column,region_column,gene_symbol_column,notes,status
amygdala_2023_nn,Molecular and spatial coding of mouse amygdala cell types,BMAp/amygdala,mouse,https://www.nature.com/articles/s41593-023-01469-3,E-MTAB-12096; figshare annotated dataset,mixed,expression matrix + metadata,unknown_until_download,unknown_until_download,unknown_until_inspection,unknown_until_inspection,unknown_until_inspection,Add exact figshare/ArrayExpress URLs after manual check,not_downloaded
